,name,position,team,value,total_points,xP,goals_scored,assists,goals_conceded,expected_goals,expected_assists,expected_goal_involvements,influence,creativity,threat,minutes,was_home,opponent_team,tr_total_points,tr_xP,tr_goals_scored,tr_assists,tr_goals_conceded,tr_expected_goals,tr_expected_assists,tr_expected_goal_involvements,tr_influence,tr_creativity,tr_threat,tr_minutes
188,Jarrod Bowen,MID,West Ham,65,2,2.2,0,0,2,,,,1.8,2.6,12.0,88,True,14,0.046826222684703434,0.0,0.001040582726326743,0.004162330905306972,0.013527575442247659,0.0,0.0,0.0,0.2308012486992716,0.24630593132154008,0.35796045785639957,68.64285714285714
8,Adam Lallana,MID,Brighton,65,1,1.2,0,0,1,,,,6.8,27.2,2.0,44,True,5,0.06962025316455696,0.0,0.0,0.006329113924050633,0.006329113924050633,0.0,0.0,0.0,0.2911392405063291,0.1481012658227848,0.12025316455696203,7.523809523809524
159,Illan Meslier,GK,Leeds,45,1,0.3,0,0,4,,,,17.8,0.0,0.0,90,False,11,,,,,,,,,,,,0.0
130,Florian Lejeune,DEF,Newcastle,45,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,False,19,0.06923076923076923,0.0,0.007692307692307693,0.0,0.023076923076923078,0.0,0.0,0.0,0.35307692307692307,0.043461538461538454,0.27692307692307694,13.0
310,Nathan Ferguson,DEF,Crystal Palace,40,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,True,16,,,,,,,,,,,,0.0
177,James McCarthy,MID,Crystal Palace,45,2,1.0,0,0,0,,,,0.0,8.8,0.0,73,True,16,0.0205819730305181,0.0,0.0,0.0,0.017033356990773598,0.0,0.0,0.0,0.17558552164655786,0.1983676366217175,0.0397444996451384,70.45
326,Pablo Fornals,MID,West Ham,65,2,2.2,0,0,1,,,,4.6,1.9,18.0,66,True,14,0.04496951219512195,0.0,0.001524390243902439,0.0022865853658536584,0.013719512195121951,0.0,0.0,0.0,0.15960365853658534,0.12240853658536585,0.15015243902439024,62.476190476190474
9,Adam Webster,DEF,Brighton,45,1,0.6,0,0,3,,,,14.8,11.8,1.0,90,True,5,0.02939166097060834,0.0,0.0,0.000683526999316473,0.01572112098427888,0.0,0.0,0.0,0.24429254955570748,0.03622693096377307,0.04101161995898838,73.15
71,Christian Pulisic,MID,Chelsea,85,0,3.9,0,0,0,,,,0.0,0.0,0.0,0,False,3,0.07974683544303797,0.0,0.005063291139240506,0.006329113924050633,0.01139240506329114,0.0,0.0,0.0,0.29848101265822785,0.2291139240506329,0.5088607594936709,39.5
413,William Smallbone,MID,Southampton,45,2,1.0,0,0,1,,,,2.2,3.2,0.0,76,False,6,0.06904231625835189,0.0,0.0,0.0066815144766146995,0.008908685968819599,0.0,0.0,0.0,0.20579064587973275,0.1461024498886414,0.1091314031180401,22.45
50,Bernard AnÃ­cio Caldeira Duarte,MID,Everton,60,0,1.6,0,0,0,,,,0.0,0.0,0.0,0,False,17,0.05337519623233909,0.0,0.0015698587127158557,0.0015698587127158557,0.01098901098901099,0.0,0.0,0.0,0.2455259026687598,0.32621664050235477,0.13971742543171115,31.85
179,James RodrÃ­guez,MID,Everton,75,3,2.1,0,0,0,,,,17.0,58.6,23.0,90,False,17,,,,,,,,,,,,0.0
355,Ross Barkley,MID,Chelsea,60,1,3.1,0,0,0,,,,4.2,11.8,7.0,29,False,3,0.06955380577427822,0.0,0.0013123359580052493,0.006561679790026247,0.011811023622047244,0.0,0.0,0.0,0.26561679790026244,0.286745406824147,0.28346456692913385,38.1
252,Lucas Digne,DEF,Everton,60,12,2.4,0,1,0,,,,40.8,19.9,0.0,90,False,17,0.04177897574123989,0.0,0.0,0.0033692722371967657,0.01549865229110512,0.0,0.0,0.0,0.26415094339622636,0.3245956873315364,0.08221024258760108,74.2
203,John Fleck,MID,Sheffield Utd,60,2,2.1,0,0,2,,,,10.2,36.0,14.0,90,True,20,0.034229828850855744,0.0,0.0008149959250203749,0.0008149959250203749,0.016299918500407497,0.0,0.0,0.0,0.15028524857375714,0.2008149959250204,0.10268948655256724,61.35
21,Alfie Mawson,DEF,Fulham,45,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0.0
322,Olivier Giroud,FWD,Chelsea,70,0,3.3,0,0,0,,,,0.0,0.0,0.0,0,False,3,0.07542857142857143,0.0,0.010285714285714285,0.001142857142857143,0.012571428571428572,0.0,0.0,0.0,0.3869714285714286,0.11828571428571429,0.6434285714285715,43.75
22,Alireza Jahanbakhsh,MID,Brighton,55,1,0.8,0,0,0,,,,4.4,0.7,0.0,11,True,5,0.09859154929577464,0.0,0.007042253521126761,0.0035211267605633804,0.014084507042253521,0.0,0.0,0.0,0.31126760563380285,0.21197183098591552,0.36619718309859156,14.2
245,Kyle Walker-Peters,DEF,Southampton,45,1,1.6,0,0,1,,,,24.0,18.6,4.0,90,False,6,0.0416141235813367,0.0,0.0,0.0025220680958385876,0.011349306431273645,0.0,0.0,0.0,0.1515762925598991,0.09003783102143759,0.04791929382093316,39.65
350,Rob Holding,DEF,Arsenal,45,6,2.6,0,0,0,,,,20.6,1.2,0.0,90,False,8,0.025252525252525252,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.2447811447811448,0.007912457912457913,0.050505050505050504,28.285714285714285
2,Aaron Mooy,MID,Brighton,50,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,True,5,0.04442581726739313,0.0,0.0016764459346186086,0.0008382229673093043,0.015088013411567477,0.0,0.0,0.0,0.22833193629505447,0.35607711651299245,0.1533948030176027,59.65
302,Mohammed Salisu,DEF,Southampton,45,0,1.6,0,0,0,,,,0.0,0.0,0.0,0,False,6,,,,,,,,,,,,0.0
11,AdriÃ¡n San Miguel del Castillo,GK,Liverpool,45,0,3.3,0,0,0,,,,0.0,0.0,0.0,0,True,10,0.022222222222222223,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.2066666666666667,0.0,0.0,4.285714285714286
214,Jordan Hugill,FWD,West Ham,55,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,True,14,,,,,,,,,,,,0.0
56,Bruno AndrÃ© Cavaco Jordao,MID,Wolves,45,0,1.0,0,0,0,,,,0.0,0.0,0.0,0,False,15,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,1.7333333333333334,0.0,0.7058823529411765
174,James Justin,DEF,Leicester,45,9,2.6,0,1,0,,,,20.0,13.0,2.0,90,False,18,0.028703703703703703,0.0,0.0,0.0,0.014814814814814815,0.0,0.0,0.0,0.22777777777777775,0.1713888888888889,0.05648148148148148,54.0
320,Oliver Norwood,MID,Sheffield Utd,50,2,1.4,0,0,2,,,,9.8,21.8,0.0,75,True,20,0.030203545633617858,0.0,0.0,0.0013131976362442547,0.013131976362442548,0.0,0.0,0.0,0.15180564674983585,0.2451083388049901,0.015758371634931056,76.15
295,Michael Keane,DEF,Everton,50,6,1.6,0,0,0,,,,25.8,0.1,0.0,90,False,17,0.03511338697878566,0.0,0.000731528895391368,0.0,0.014630577907827359,0.0,0.0,0.0,0.3249451353328457,0.044769568397951716,0.055596196049743966,68.35
223,JoÃ£o Filipe Iria Santos Moutinho,MID,Wolves,55,3,1.8,0,0,0,,,,17.4,49.1,0.0,85,False,15,0.032300593276203035,0.0,0.0,0.0013183915622940012,0.00922874093605801,0.0,0.0,0.0,0.18206987475280156,0.3497692814765986,0.026367831245880026,75.85
195,Jeffrey Schlupp,MID,Crystal Palace,55,2,1.8,0,0,0,,,,1.2,0.1,0.0,80,True,16,0.07364341085271318,0.0,0.007751937984496124,0.0,0.01937984496124031,0.0,0.0,0.0,0.32015503875969,0.04263565891472868,0.22868217054263565,12.9
318,Oliver Casey,DEF,Leeds,40,0,-0.5,0,0,0,,,,0.0,0.0,0.0,0,False,11,,,,,,,,,,,,0.0
398,Tomas Soucek,MID,West Ham,50,2,1.4,0,0,2,,,,12.4,21.6,46.0,90,True,14,0.03808680248007086,0.0,0.002657218777679362,0.0,0.01682905225863596,0.0,0.0,0.0,0.23737821080602303,0.06678476527900797,0.2612931798051373,75.26666666666667
73,Chris Basham,DEF,Sheffield Utd,50,1,2.1,0,0,2,,,,11.4,1.5,2.0,70,True,20,0.038300418910831836,0.0,0.0,0.0005984440454817474,0.013165769000598444,0.0,0.0,0.0,0.23267504488330337,0.08850987432675048,0.029922202274087373,83.55
230,Kamil Miazek,GK,Leeds,40,0,-0.5,0,0,0,,,,0.0,0.0,0.0,0,False,11,,,,,,,,,,,,0.0
62,Cameron Carter-Vickers,DEF,Spurs,40,0,1.5,0,0,0,,,,0.0,0.0,0.0,0,True,7,,,,,,,,,,,,0.0
40,Arthur Masuaku,DEF,West Ham,45,0,1.6,0,0,0,,,,0.0,0.0,0.0,0,True,14,0.013100436681222707,0.0,0.0,0.0,0.024017467248908297,0.0,0.0,0.0,0.22314410480349342,0.07358078602620088,0.0851528384279476,21.80952380952381
351,Rodrigo Moreno,FWD,Leeds,60,1,0.3,0,0,1,,,,0.0,0.3,0.0,28,False,11,,,,,,,,,,,,0.0
167,Jack Wilshere,MID,West Ham,50,0,1.4,0,0,0,,,,0.0,0.0,0.0,0,True,14,0.05714285714285714,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.04,0.014285714285714285,0.0,1.6666666666666667
74,Ciaran Clark,DEF,Newcastle,45,0,0.4,0,0,0,,,,0.0,0.0,0.0,0,False,19,0.035629453681710214,0.0,0.0,0.0,0.011876484560570071,0.0,0.0,0.0,0.25795724465558195,0.004750593824228029,0.04275534441805225,21.05
243,Kyle Bartley,DEF,West Brom,45,1,0.6,0,0,3,,,,13.8,0.3,0.0,90,True,9,,,,,,,,,,,,0.0
3,Aaron Ramsdale,GK,Sheffield Utd,50,1,2.5,0,0,2,,,,18.2,0.0,0.0,90,True,20,0.03216374269005848,0.0,0.0,0.0,0.021637426900584796,0.0,0.0,0.0,0.3155555555555556,0.014035087719298246,0.0,85.5
345,Richarlison de Andrade,FWD,Everton,80,2,2.3,0,0,0,,,,26.2,13.8,67.0,90,False,17,0.05366492146596859,0.0,0.004581151832460733,0.0013089005235602095,0.017015706806282723,0.0,0.0,0.0,0.2476439790575916,0.1393979057591623,0.40575916230366493,76.4
375,Shane Duffy,DEF,Brighton,45,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,True,5,0.03838771593090211,0.0,0.0,0.0,0.011516314779270634,0.0,0.0,0.0,0.23109404990403073,0.05047984644913628,0.08829174664107485,26.05
370,Scott Dann,DEF,Crystal Palace,45,7,1.6,0,0,0,,,,15.6,0.4,8.0,90,True,16,0.03729146221786065,0.0,0.0,0.0,0.012757605495583905,0.0,0.0,0.0,0.1760549558390579,0.057016683022571145,0.12365063788027478,50.95
304,Morgan Gibbs-White,MID,Wolves,50,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,False,15,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.15,0.0,0.3
0,Aaron Connolly,FWD,Brighton,55,1,0.5,0,0,2,,,,1.2,0.3,32.0,45,True,5,0.04932735426008968,0.0,0.0029895366218236174,0.0014947683109118087,0.016442451420029897,0.0,0.0,0.0,0.14559043348281017,0.06038863976083708,0.49177877428998507,33.45
139,Georginio Wijnaldum,MID,Liverpool,55,2,3.3,0,0,3,,,,15.8,23.0,35.0,90,True,10,0.03589108910891089,0.0,0.0012376237623762376,0.0,0.01051980198019802,0.0,0.0,0.0,0.15000000000000002,0.13960396039603962,0.15037128712871287,76.95238095238095
53,Billy Sharp,FWD,Sheffield Utd,60,2,1.8,0,0,2,,,,1.4,3.0,23.0,90,True,20,0.05737704918032787,0.0,0.00234192037470726,0.00351288056206089,0.00819672131147541,0.0,0.0,0.0,0.165807962529274,0.12201405152224822,0.3618266978922717,42.7
284,Matty James,MID,Leicester,45,0,2.0,0,0,0,,,,0.0,0.0,0.0,0,False,18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.0,0.25
263,Manuel Lanzini,MID,West Ham,65,0,1.7,0,0,0,,,,0.0,0.0,0.0,0,True,14,0.028526148969889066,0.0,0.0,0.0,0.02694136291600634,0.0,0.0,0.0,0.09603803486529319,0.20507131537242473,0.24405705229793978,30.047619047619047
410,Wilfred Ndidi,MID,Leicester,50,3,2.4,0,0,0,,,,27.2,1.2,0.0,90,False,18,0.028045574057843997,0.0,0.0,0.0008764241893076249,0.014899211218229623,0.0,0.0,0.0,0.17142857142857143,0.07624890446976336,0.06222611744084137,57.05
26,Alphonse Areola,GK,Fulham,45,0,0.8,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0.0
308,Naby Keita,MID,Liverpool,55,1,3.3,0,0,2,,,,6.6,4.6,24.0,57,True,10,0.04881450488145049,0.0,0.001394700139470014,0.002789400278940028,0.012552301255230125,0.0,0.0,0.0,0.2794979079497908,0.24839609483960948,0.18410041841004185,34.142857142857146
151,Harry Winks,MID,Spurs,55,1,2.3,0,0,1,,,,2.0,2.3,0.0,59,True,7,0.02350265352539803,0.0,0.0,0.0,0.009855951478392721,0.0,0.0,0.0,0.1464746019711903,0.12441243366186505,0.03639120545868082,65.95
417,Xherdan Shaqiri,MID,Liverpool,65,0,2.8,0,0,0,,,,0.0,0.0,0.0,0,True,10,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.425,0.0,0.38095238095238093
379,Sofiane Boufal,MID,Southampton,55,0,1.8,0,0,0,,,,0.0,0.0,0.0,0,False,6,0.034220532319391636,0.0,0.0,0.0,0.022813688212927757,0.0,0.0,0.0,0.12547528517110265,0.23041825095057034,0.17870722433460076,13.15
209,Jonjoe Kenny,DEF,Everton,45,0,1.1,0,0,0,,,,0.0,0.0,0.0,0,False,17,,,,,,,,,,,,0.0
105,Divock Origi,FWD,Liverpool,55,0,3.0,0,0,0,,,,0.0,0.0,0.0,0,True,10,0.0868421052631579,0.0,0.005263157894736842,0.002631578947368421,0.010526315789473684,0.0,0.0,0.0,0.22526315789473686,0.1444736842105263,0.3,18.095238095238095
14,Albian Ajeti,FWD,West Ham,55,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,True,14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333333333333333,0.01,1.3666666666666667,1.4285714285714286
238,Kevin McDonald,MID,Fulham,50,0,0.4,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0.0
12,Ahmed El-Sayed Hegazy,DEF,West Brom,45,0,0.6,0,0,0,,,,0.0,0.0,0.0,0,True,9,,,,,,,,,,,,0.0
69,Christian Benteke,FWD,Crystal Palace,55,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,True,16,0.03263707571801567,0.0,0.0026109660574412533,0.0013054830287206266,0.014360313315926894,0.0,0.0,0.0,0.19895561357702352,0.18877284595300262,0.4908616187989556,38.3
371,Sead Kolasinac,DEF,Arsenal,50,0,3.1,0,0,0,,,,0.0,0.0,0.0,0,False,8,0.03629536921151439,0.0,0.0,0.0,0.012515644555694618,0.0,0.0,0.0,0.12640801001251564,0.0541927409261577,0.03504380475594493,38.04761904761905
380,Sokratis Papastathopoulos,DEF,Arsenal,50,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,False,8,0.08148148148148149,0.0,0.003703703703703704,0.0,0.003703703703703704,0.0,0.0,0.0,0.2859259259259259,0.02,0.14444444444444443,12.857142857142858
25,Allan Saint-Maximin,MID,Newcastle,55,3,1.8,0,0,0,,,,3.8,2.8,5.0,74,False,19,0.05688073394495413,0.0,0.001834862385321101,0.003669724770642202,0.013761467889908258,0.0,0.0,0.0,0.26238532110091745,0.23825688073394494,0.2761467889908257,54.5
141,Glenn Murray,FWD,Brighton,50,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,True,5,0.056265984654731455,0.0,0.0025575447570332483,0.0025575447570332483,0.015345268542199489,0.0,0.0,0.0,0.16112531969309465,0.05831202046035807,0.5063938618925832,19.55
172,Jamaal Lascelles,DEF,Newcastle,45,6,1.6,0,0,0,,,,21.8,0.3,0.0,90,False,19,0.032527881040892194,0.0,0.0,0.0,0.012081784386617101,0.0,0.0,0.0,0.1717472118959108,0.013847583643122678,0.055762081784386616,53.8
13,Ainsley Maitland-Niles,DEF,Arsenal,50,6,3.1,0,0,0,,,,10.2,2.8,4.0,90,False,8,0.024115755627009645,0.0,0.0,0.0,0.014469453376205787,0.0,0.0,0.0,0.2012861736334405,0.09292604501607717,0.07395498392282958,29.61904761904762
41,Ayoze PÃ©rez,MID,Leicester,65,3,3.2,0,0,0,,,,0.0,2.5,24.0,66,False,18,0.06548175865294668,0.0,0.0037418147801683817,0.002806361085126286,0.015902712815715623,0.0,0.0,0.0,0.2806361085126286,0.24611786716557532,0.3863423760523854,53.45
383,Steven Alzate,MID,Brighton,45,2,0.0,0,0,3,,,,13.4,24.0,17.0,78,True,5,0.02932551319648094,0.0,0.0,0.0,0.01466275659824047,0.0,0.0,0.0,0.20938416422287393,0.17712609970674487,0.1935483870967742,17.05
124,Fabricio Agosto RamÃ­rez,GK,Fulham,40,0,0.0,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0.0
68,Christian Atsu,MID,Newcastle,55,0,1.8,0,0,0,,,,0.0,0.0,0.0,0,False,19,0.041379310344827586,0.0,0.0,0.0,0.020689655172413793,0.0,0.0,0.0,0.03862068965517241,0.012413793103448275,0.027586206896551724,7.25
301,Mohamed Salah,MID,Liverpool,120,20,5.5,3,0,3,,,,117.2,50.1,161.0,90,True,10,0.07715674362089915,0.0,0.006075334143377886,0.0036452004860267314,0.010935601458080195,0.0,0.0,0.0,0.33523693803159177,0.30388821385176185,0.7223572296476306,78.38095238095238
228,Kalvin Phillips,MID,Leeds,50,5,-0.1,0,1,4,,,,36.4,24.6,1.0,90,False,11,,,,,,,,,,,,0.0
290,Max Kilman,DEF,Wolves,40,0,1.0,0,0,0,,,,0.0,0.0,0.0,0,False,15,0.031914893617021274,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.2808510638297872,0.0010638297872340426,0.0,4.7
