,name,position,team,value,total_points,xP,goals_scored,assists,goals_conceded,expected_goals,expected_assists,expected_goal_involvements,influence,creativity,threat,minutes,was_home,opponent_team,tr_total_points,tr_xP,tr_goals_scored,tr_assists,tr_goals_conceded,tr_expected_goals,tr_expected_assists,tr_expected_goal_involvements,tr_influence,tr_creativity,tr_threat,tr_minutes
34,Alisson_Ramses Becker_468,,,59,2,,0,0,1,,,,14.8,0.0,0.0,90,True,1,,,,,,,,,,,,0
67,Ayoze_Pérez_326,,,61,2,,0,0,1,,,,5.4,1.0,6.0,90,False,18,,,,,,,,,,,,0
213,Greg_Halford_97,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,11,,,,,,,,,,,,0
511,Steve_Cook_27,,,45,0,,0,0,4,,,,25.6,24.6,4.0,90,False,14,,,,,,,,,,,,0
39,Andrew_Robertson_247,,,66,1,,0,0,1,,,,8.6,2.8,0.0,82,True,1,,,,,,,,,,,,0
229,Ilkay_Gündogan_274,,,54,0,,0,0,0,,,,0.0,0.0,0.0,0,False,16,,,,,,,,,,,,0
539,Victor_Lindelöf_292,,,48,2,,0,0,1,,,,17.4,0.6,0.0,90,True,2,,,,,,,,,,,,0
533,Troy_Deeney_396,,,58,1,,0,0,0,,,,4.6,11.8,19.0,36,True,15,,,,,,,,,,,,0
261,Jeffrey_Schlupp_141,,,44,2,,0,0,1,,,,5.0,0.7,20.0,68,True,6,,,,,,,,,,,,0
181,Etienne_Capoue_389,,,49,2,,0,0,1,,,,25.6,3.8,0.0,90,True,15,,,,,,,,,,,,0
112,Christopher_Schindler_192,,,44,2,,0,0,1,,,,18.8,0.0,17.0,90,False,9,,,,,,,,,,,,0
5,Abd-Al-Ali Morakinyo Olaposi_Koiki_564,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,True,19,,,,,,,,,,,,0
24,Alexandre_Lacazette_22,,,95,1,,0,0,0,,,,1.4,0.9,10.0,19,False,12,,,,,,,,,,,,0
203,Gary_Cahill_114,,,51,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
134,Danny_Ings_258,,,56,0,,0,0,0,,,,0.0,0.0,0.0,0,True,13,,,,,,,,,,,,0
436,Phil_Jones_285,,,51,1,,0,0,0,,,,0.6,0.1,0.0,8,True,2,,,,,,,,,,,,0
296,Josh_Murphy_106,,,48,3,,0,0,0,,,,5.4,14.6,31.0,77,False,11,,,,,,,,,,,,0
38,Andreas_Pereira_481,,,45,1,,0,0,0,,,,1.0,1.2,0.0,14,True,2,,,,,,,,,,,,0
111,Christian_Kabasele_380,,,44,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
540,Victor_Moses_117,,,56,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
418,Olivier_Giroud_133,,,77,2,,0,0,0,,,,2.2,26.3,12.0,75,False,7,,,,,,,,,,,,0
304,Juninho_Bacuna_208,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,False,9,,,,,,,,,,,,0
209,Glenn_Murray_62,,,65,1,,0,0,0,,,,0.0,1.2,18.0,16,True,8,,,,,,,,,,,,0
274,John_Ruddy_421,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,False,17,,,,,,,,,,,,0
431,Petr_Cech_1,,,48,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
508,Stephen_Ward_71,,,47,0,,0,0,0,,,,0.0,0.0,0.0,0,True,19,,,,,,,,,,,,0
78,Ben_Mee_70,,,47,6,,0,0,0,,,,17.4,0.3,7.0,90,True,19,,,,,,,,,,,,0
538,Vicente_Iborra_228,,,47,0,,0,0,0,,,,0.0,0.0,0.0,0,True,5,,,,,,,,,,,,0
21,Aleksandar_Mitrovic_480,,,67,7,,1,0,0,,,,34.2,15.5,48.0,90,True,10,,,,,,,,,,,,0
443,Ragnar_Klavan_244,,,44,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
329,Lee_Grant_520,,,49,0,,0,0,0,,,,0.0,0.0,0.0,0,True,2,,,,,,,,,,,,0
60,Ashley Darel Jazz_Richards_96,,,39,0,,0,0,0,,,,0.0,0.0,0.0,0,False,11,,,,,,,,,,,,0
252,Jan_Bednarek_335,,,39,0,,0,0,3,,,,17.4,0.1,0.0,90,True,13,,,,,,,,,,,,0
523,Tim_Ream_180,,,42,7,,0,0,0,,,,15.2,1.0,0.0,90,True,10,,,,,,,,,,,,0
478,Sam_Baldock_64,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,8,,,,,,,,,,,,0
219,Harry_Maguire_220,,,54,2,,0,0,1,,,,26.6,10.8,4.0,90,True,5,,,,,,,,,,,,0
461,Romain_Saïss_426,,,42,0,,0,0,0,,,,0.0,0.0,0.0,0,False,17,,,,,,,,,,,,0
218,Harry_Kane_372,,,126,6,,1,0,3,,,,35.4,4.7,7.0,90,True,20,,,,,,,,,,,,0
365,Martin_Kelly_140,,,39,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
500,Simon_Mignolet_237,,,48,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
408,Nathan_Aké_31,,,50,7,,1,0,4,,,,59.0,0.1,50.0,81,False,14,,,,,,,,,,,,0
557,Xherdan_Shaqiri_462,,,71,2,,0,0,1,,,,14.6,26.0,13.0,90,True,1,,,,,,,,,,,,0
420,Oriol_Romeu Vidal_339,,,43,1,,0,0,3,,,,22.0,0.3,0.0,58,True,13,,,,,,,,,,,,0
133,Danny_Batth_428,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,17,,,,,,,,,,,,0
429,Pedro_Obiang_413,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,False,4,,,,,,,,,,,,0
385,Mesut_Özil_13,,,80,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
235,Jack_Cork_82,,,46,3,,0,0,0,,,,13.0,5.9,0.0,90,True,19,,,,,,,,,,,,0
409,Nathan_Redmond_343,,,52,1,,0,0,0,,,,4.6,10.5,0.0,45,True,13,,,,,,,,,,,,0
47,Andy_Carroll_418,,,54,0,,0,0,0,,,,6.2,2.2,55.0,45,False,4,,,,,,,,,,,,0
544,Virgil_van Dijk_246,,,64,2,,0,0,1,,,,14.4,0.6,0.0,90,True,1,,,,,,,,,,,,0
93,Bukayo_Saka_563,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
356,Marc_Albrighton_224,,,51,1,,0,0,0,,,,3.0,13.4,0.0,57,True,5,,,,,,,,,,,,0
551,Willian_Borges Da Silva_124,,,72,3,,0,0,0,,,,11.4,30.4,34.0,81,False,7,,,,,,,,,,,,0
288,Jordon_Ibe_38,,,50,2,,0,0,4,,,,7.8,5.4,0.0,90,False,14,,,,,,,,,,,,0
317,Kevin_McDonald_183,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,True,10,,,,,,,,,,,,0
256,Jason_Steele_439,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,True,8,,,,,,,,,,,,0
337,Loïc_Damour_104,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,False,11,,,,,,,,,,,,0
363,Marouane_Fellaini_298,,,49,0,,0,0,0,,,,0.0,0.0,0.0,0,True,2,,,,,,,,,,,,0
237,Jack_Stephens_333,,,42,1,,0,0,3,,,,15.4,0.3,0.0,90,True,13,,,,,,,,,,,,0
71,Beni_Baningime_174,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
556,Winston_Reid_401,,,44,0,,0,0,0,,,,0.0,0.0,0.0,0,False,4,,,,,,,,,,,,0
543,Vincent_Kompany_263,,,52,1,,0,0,1,,,,22.8,2.3,18.0,90,False,16,,,,,,,,,,,,0
535,Tyreke_Johnson_562,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,13,,,,,,,,,,,,0
284,Jordan_Ayew_505,,,57,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
74,Ben_Davies_356,,,56,0,,0,0,3,,,,16.8,4.3,0.0,90,True,20,,,,,,,,,,,,0
447,Raúl_Jiménez_437,,,63,8,,1,0,1,,,,48.2,3.9,39.0,90,False,17,,,,,,,,,,,,0
322,Kortney_Hause_525,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,17,,,,,,,,,,,,0
295,Josh_Knight_558,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,True,5,,,,,,,,,,,,0
43,Andros_Townsend_149,,,58,2,,0,0,1,,,,10.8,16.2,2.0,90,True,6,,,,,,,,,,,,0
69,Bamidele_Alli_365,,,89,3,,0,0,0,,,,12.2,15.7,3.0,67,True,20,,,,,,,,,,,,0
63,Ashley_Williams_159,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
517,Terence_Kongolo_198,,,43,2,,0,0,1,,,,11.4,0.7,0.0,90,False,9,,,,,,,,,,,,0
560,Yerry_Mina_506,,,54,1,,0,0,1,,,,8.6,10.8,2.0,64,False,3,,,,,,,,,,,,0
85,Bernd_Leno_2,,,48,1,,0,0,5,,,,37.8,0.0,0.0,90,False,12,,,,,,,,,,,,0
72,Benjamin_Chilwell_219,,,51,2,,0,0,1,,,,8.2,11.5,2.0,90,True,5,,,,,,,,,,,,0
46,André_Schürrle_478,,,57,0,,0,0,0,,,,0.0,0.0,0.0,0,True,10,,,,,,,,,,,,0
513,Stuart_Armstrong_345,,,51,0,,0,0,0,,,,0.0,0.0,0.0,0,True,13,,,,,,,,,,,,0
144,Davide_Zappacosta_120,,,51,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
122,Craig_Cathcart_376,,,45,2,,0,0,1,,,,16.0,0.8,0.0,90,True,15,,,,,,,,,,,,0
230,Isaac_Hayden_323,,,43,3,,0,0,0,,,,12.8,13.0,12.0,78,False,18,,,,,,,,,,,,0
398,Mousa_Dembélé_362,,,49,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
395,Mohamed_Salah_253,,,132,12,,1,1,1,,,,55.4,26.4,61.0,90,True,1,,,,,,,,,,,,0
225,Héctor_Bellerín_4,,,54,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
152,Davy_Pröpper_60,,,48,3,,0,0,0,,,,12.6,15.3,8.0,90,True,8,,,,,,,,,,,,0
115,Chris_Wood_87,,,62,9,,1,0,0,,,,41.2,27.8,33.0,90,True,19,,,,,,,,,,,,0
498,Shkodran_Mustafi_7,,,54,-1,,0,0,4,,,,1.6,0.2,0.0,45,False,12,,,,,,,,,,,,0
166,Eden_Hazard_122,,,111,3,,0,0,0,,,,16.4,44.9,16.0,90,False,7,,,,,,,,,,,,0
407,Nathaniel_Mendez-Laing_100,,,48,0,,0,0,0,,,,0.0,0.0,0.0,0,False,11,,,,,,,,,,,,0
190,Fernando_Llorente_371,,,56,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
226,Hélder_Costa_435,,,48,6,,1,0,0,,,,40.8,16.8,19.0,31,False,17,,,,,,,,,,,,0
267,Joel_Ward_441,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
109,Christian_Eriksen_364,,,93,1,,0,0,3,,,,19.8,43.2,29.0,90,True,20,,,,,,,,,,,,0
48,Angelo_Ogbonna_403,,,42,1,,0,0,2,,,,24.2,0.6,17.0,90,False,4,,,,,,,,,,,,0
282,Jonjo_Shelvey_318,,,53,1,,0,0,1,,,,6.0,11.2,0.0,11,False,18,,,,,,,,,,,,0
567,Álvaro_Morata_134,,,84,1,,0,0,0,,,,0.2,1.4,2.0,14,False,7,,,,,,,,,,,,0
224,Hugo_Lloris_351,,,54,1,,0,0,3,,,,11.8,0.0,0.0,90,True,20,,,,,,,,,,,,0
61,Ashley_Barnes_85,,,56,4,,0,1,0,,,,23.0,44.6,82.0,90,True,19,,,,,,,,,,,,0
362,Mark_Noble_411,,,48,1,,0,0,2,,,,7.2,1.3,0.0,90,False,4,,,,,,,,,,,,0
104,Charlie_Daniels_28,,,42,0,,0,0,4,,,,4.8,0.8,2.0,90,False,14,,,,,,,,,,,,0
221,Henrikh_Mkhitaryan_18,,,67,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
210,Grady_Diangana_539,,,45,1,,0,0,0,,,,7.8,15.5,4.0,45,False,4,,,,,,,,,,,,0
2,Aaron_Mooy_199,,,51,0,,0,0,0,,,,0.0,0.0,0.0,0,False,9,,,,,,,,,,,,0
435,Phil_Jagielka_158,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
255,Jason_Puncheon_146,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
158,Diego_Rico_473,,,42,0,,0,0,4,,,,8.0,12.2,0.0,90,False,14,,,,,,,,,,,,0
208,Gerard_Deulofeu_394,,,55,5,,0,1,1,,,,25.4,19.3,37.0,90,True,15,,,,,,,,,,,,0
563,Younes_Kaboul_375,,,42,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
423,Pape_Souaré_443,,,42,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
247,James_Tomkins_138,,,43,2,,0,0,1,,,,20.6,10.3,2.0,90,True,6,,,,,,,,,,,,0
442,Rafa_Mir_449,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,17,,,,,,,,,,,,0
189,Felipe Anderson_Pereira Gomes_465,,,73,2,,0,0,2,,,,4.8,32.2,21.0,90,False,4,,,,,,,,,,,,0
27,Alex_McCarthy_328,,,45,2,,0,0,3,,,,33.8,0.0,0.0,90,True,13,,,,,,,,,,,,0
31,Alfie_Mawson_487,,,48,1,,0,0,0,,,,3.6,0.1,0.0,45,True,10,,,,,,,,,,,,0
324,Kyle_Walker-Peters_358,,,42,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
542,Viktor_Gyokeres_551,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,8,,,,,,,,,,,,0
463,Ross_Barkley_127,,,53,3,,0,0,0,,,,8.4,11.5,22.0,87,False,7,,,,,,,,,,,,0
45,André-Frank_Zambo Anguissa_512,,,44,0,,0,0,0,,,,0.0,0.0,0.0,0,True,10,,,,,,,,,,,,0
194,Florian_Lejeune_314,,,44,0,,0,0,0,,,,0.0,0.0,0.0,0,False,18,,,,,,,,,,,,0
309,Kasper_Schmeichel_213,,,50,2,,0,0,1,,,,16.4,0.0,0.0,90,True,5,,,,,,,,,,,,0
283,Jonny_Evans_222,,,48,0,,0,0,0,,,,0.0,0.0,0.0,0,True,5,,,,,,,,,,,,0
88,Brahim_Diaz_278,,,47,0,,0,0,0,,,,0.0,0.0,0.0,0,False,16,,,,,,,,,,,,0
97,Callum_Wilson_43,,,67,2,,0,0,3,,,,0.0,1.3,0.0,65,False,14,,,,,,,,,,,,0
489,Sean_Morrison_90,,,47,5,,0,0,0,,,,2.8,1.4,8.0,90,False,11,,,,,,,,,,,,0
139,Danny_Welbeck_21,,,65,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
102,Chancel_Mbemba_316,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,18,,,,,,,,,,,,0
553,Willy_Caballero_112,,,47,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
388,Michail_Antonio_415,,,68,2,,0,0,2,,,,17.8,3.2,18.0,90,False,4,,,,,,,,,,,,0
126,César_Azpilicueta_113,,,63,6,,0,0,0,,,,16.0,8.5,4.0,90,False,7,,,,,,,,,,,,0
87,Bonatini Lohner Maia_Bonatini_438,,,46,0,,0,0,0,,,,0.0,0.0,0.0,0,False,17,,,,,,,,,,,,0
522,Timothy_Fosu-Mensah_511,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,10,,,,,,,,,,,,0
411,Neil_Etheridge_88,,,45,15,,0,0,0,,,,63.0,0.0,0.0,90,False,11,,,,,,,,,,,,0
163,Dominic_Solanke_259,,,47,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
514,Sullay_Kaikai_477,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
510,Steven_Defour_77,,,53,0,,0,0,0,,,,0.0,0.0,0.0,0,True,19,,,,,,,,,,,,0
215,Gylfi_Sigurdsson_172,,,73,1,,0,0,0,,,,0.6,14.8,1.0,25,False,3,,,,,,,,,,,,0
286,Jordan_Hugill_420,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,4,,,,,,,,,,,,0
185,Fabio Henrique_Tavares_255,,,55,2,,0,0,1,,,,23.6,2.0,17.0,90,True,1,,,,,,,,,,,,0
260,Jefferson_Lerma_494,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,14,,,,,,,,,,,,0
50,Angus_Gunn_452,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,True,13,,,,,,,,,,,,0
30,Alex_Smithies_89,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,False,11,,,,,,,,,,,,0
393,Mohamed_Elneny_16,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
239,Jacob_Murphy_321,,,47,0,,0,0,0,,,,0.0,0.0,0.0,0,False,18,,,,,,,,,,,,0
424,Pascal_Groß_59,,,67,3,,0,0,0,,,,12.8,26.8,4.0,90,True,8,,,,,,,,,,,,0
204,Gary_Madine_109,,,44,0,,0,0,0,,,,0.0,0.0,0.0,0,False,11,,,,,,,,,,,,0
387,Michael_Obafemi_550,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,13,,,,,,,,,,,,0
502,Sokratis_Papastathopoulos_12,,,51,-1,,0,0,5,,,,17.0,10.1,0.0,90,False,12,,,,,,,,,,,,0
565,Zech_Medley_546,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
562,Yoshinori_Muto_488,,,56,0,,0,0,0,,,,0.0,0.0,0.0,0,False,18,,,,,,,,,,,,0
231,Isaac_Mbenza_514,,,59,0,,0,0,0,,,,0.0,0.0,0.0,0,False,9,,,,,,,,,,,,0
444,Raheem_Sterling_270,,,114,6,,0,1,1,,,,14.6,42.7,45.0,90,False,16,,,,,,,,,,,,0
172,Emerson_Hyndman_41,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,14,,,,,,,,,,,,0
366,Martín_Montoya_503,,,43,7,,0,0,0,,,,21.0,7.0,4.0,90,True,8,,,,,,,,,,,,0
17,Adrien Sebastian_Perruchet Silva_231,,,47,0,,0,0,0,,,,0.0,0.0,0.0,0,True,5,,,,,,,,,,,,0
417,Oliver_Skipp_540,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
36,Ander_Herrera_299,,,50,4,,0,1,1,,,,31.6,32.0,18.0,75,True,2,,,,,,,,,,,,0
519,Thibaut_Courtois_111,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
94,Caglar_Söyüncü_515,,,49,2,,0,0,1,,,,28.2,0.8,0.0,90,True,5,,,,,,,,,,,,0
8,Aboubakar_Kamara_189,,,44,-1,,0,0,0,,,,11.4,13.3,38.0,45,True,10,,,,,,,,,,,,0
481,Sam_Vokes_84,,,53,1,,0,0,0,,,,0.0,0.5,6.0,1,True,19,,,,,,,,,,,,0
401,Naby_Keita_256,,,72,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
285,Jordan_Henderson_249,,,53,1,,0,0,0,,,,3.0,0.8,2.0,28,True,1,,,,,,,,,,,,0
12,Adam_Lallana_250,,,69,1,,0,0,0,,,,2.4,11.8,0.0,12,True,1,,,,,,,,,,,,0
281,Jonjoe_Kenny_161,,,42,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
168,Edimilson_Fernandes_416,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,4,,,,,,,,,,,,0
405,Nathaniel_Chalobah_387,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
318,Kevin_Mirallas_469,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
280,Jonathan_Walters_81,,,48,0,,0,0,0,,,,0.0,0.0,0.0,0,True,19,,,,,,,,,,,,0
135,Danny_Rose_354,,,58,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
128,Dale_Stephens_56,,,44,3,,0,0,0,,,,13.0,12.3,2.0,90,True,8,,,,,,,,,,,,0
32,Alfie_Whiteman_538,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
3,Aaron_Ramsey_14,,,72,2,,0,0,5,,,,8.8,4.3,42.0,90,False,12,,,,,,,,,,,,0
381,Maxime_Le Marchand_455,,,42,1,,0,0,0,,,,15.0,0.6,0.0,45,True,10,,,,,,,,,,,,0
76,Ben_Gibson_491,,,48,0,,0,0,0,,,,0.0,0.0,0.0,0,True,19,,,,,,,,,,,,0
84,Bernard_Anício Caldeira Duarte_507,,,59,1,,0,0,1,,,,12.2,16.2,8.0,79,False,3,,,,,,,,,,,,0
54,Antonio_Rüdiger_118,,,60,7,,0,0,0,,,,21.2,1.2,4.0,90,False,7,,,,,,,,,,,,0
451,Richarlison_de Andrade_393,,,70,2,,0,0,1,,,,9.8,4.9,40.0,90,False,3,,,,,,,,,,,,0
270,Joe_Hart_490,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,19,,,,,,,,,,,,0
53,Anthony_Pilkington_103,,,44,0,,0,0,0,,,,0.0,0.0,0.0,0,False,11,,,,,,,,,,,,0
242,James_Maddison_233,,,68,0,,0,0,1,,,,30.0,48.2,35.0,90,True,5,,,,,,,,,,,,0
486,Sead_Kolasinac_8,,,50,0,,0,0,5,,,,0.0,1.8,4.0,80,False,12,,,,,,,,,,,,0
137,Danny_Ward_105,,,43,0,,0,0,0,,,,0.0,0.0,0.0,0,False,11,,,,,,,,,,,,0
534,Tyias_Browning_532,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
140,Danny_Williams_204,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,9,,,,,,,,,,,,0
487,Seamus_Coleman_157,,,52,2,,0,0,1,,,,16.0,6.3,20.0,90,False,3,,,,,,,,,,,,0
360,Marko_Arnautovic_417,,,69,2,,0,0,2,,,,3.0,12.6,0.0,72,False,4,,,,,,,,,,,,0
154,Declan_Rice_406,,,44,0,,0,0,2,,,,17.2,5.8,0.0,90,False,4,,,,,,,,,,,,0
14,Adam_Smith_29,,,44,0,,0,0,0,,,,0.0,0.0,0.0,0,False,14,,,,,,,,,,,,0
555,Will_Norris_422,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,17,,,,,,,,,,,,0
484,Scott_Malone_196,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,9,,,,,,,,,,,,0
456,Roberto_Pereyra_391,,,62,2,,0,0,1,,,,3.2,20.3,14.0,90,True,15,,,,,,,,,,,,0
323,Kurt_Zouma_526,,,50,2,,0,0,1,,,,10.8,0.8,8.0,90,False,3,,,,,,,,,,,,0
91,Bruno_Ecuele Manga_92,,,44,6,,0,0,0,,,,9.6,1.3,0.0,90,False,11,,,,,,,,,,,,0
331,Leighton_Baines_156,,,51,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
491,Serge_Aurier_360,,,58,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
485,Scott_McTominay_303,,,42,0,,0,0,0,,,,0.0,0.0,0.0,0,True,2,,,,,,,,,,,,0
277,Jonas_Lössl_191,,,44,11,,0,0,1,,,,61.2,0.0,0.0,90,False,9,,,,,,,,,,,,0
389,Michel_Vorm_352,,,48,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
234,Ivan_Cavaleiro_434,,,52,5,,0,1,1,,,,28.0,56.9,9.0,84,False,17,,,,,,,,,,,,0
289,Jorge Luiz_Frello Filho_459,,,48,3,,0,0,0,,,,27.4,22.6,1.0,90,False,7,,,,,,,,,,,,0
22,Alexander_Sørloth_153,,,48,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
313,Ken_Sema_446,,,46,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
150,Davinson_Sánchez_359,,,58,1,,0,0,3,,,,17.4,2.3,0.0,90,True,20,,,,,,,,,,,,0
77,Ben_Hamer_190,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,9,,,,,,,,,,,,0
472,Ryan_Schofield_533,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,9,,,,,,,,,,,,0
504,Sol_Bamba_91,,,45,7,,0,0,0,,,,30.8,0.0,0.0,90,False,11,,,,,,,,,,,,0
396,Morgan_Gibbs-White_448,,,43,1,,0,0,0,,,,3.0,0.0,17.0,5,False,17,,,,,,,,,,,,0
193,Florent_Hadergjonaj_197,,,44,2,,0,0,1,,,,13.0,19.3,0.0,90,False,9,,,,,,,,,,,,0
75,Ben_Foster_445,,,45,2,,0,0,1,,,,9.8,0.0,0.0,90,True,15,,,,,,,,,,,,0
79,Ben_White_559,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,True,8,,,,,,,,,,,,0
206,Georges-Kévin_Nkoudou_497,,,48,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
68,Bakary_Sako_148,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
131,Daniel_Sturridge_472,,,57,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
20,Alberto_Moreno_240,,,42,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
397,Morgan_Schneiderlin_167,,,42,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
159,Diogo_Jota_432,,,59,0,,0,0,0,,,,0.0,0.0,0.0,0,False,17,,,,,,,,,,,,0
524,Toby_Alderweireld_353,,,60,1,,0,0,3,,,,32.4,1.3,0.0,90,True,20,,,,,,,,,,,,0
228,Idrissa_Gueye_168,,,48,2,,0,0,1,,,,22.6,29.2,10.0,90,False,3,,,,,,,,,,,,0
520,Tiemoué_Bakayoko_129,,,49,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
101,Cesc_Fàbregas_123,,,62,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
346,Luke_Shaw_286,,,49,2,,0,0,1,,,,16.4,5.1,17.0,90,True,2,,,,,,,,,,,,0
269,Joe_Bryan_510,,,48,7,,0,0,0,,,,13.4,14.7,25.0,90,True,10,,,,,,,,,,,,0
174,Emile_Smith-Rowe_545,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
315,Kevin_De Bruyne_273,,,97,0,,0,0,0,,,,0.0,0.0,0.0,0,False,16,,,,,,,,,,,,0
276,Jon Gorenc_Stankovic_522,,,39,0,,0,0,0,,,,0.0,0.0,0.0,0,False,9,,,,,,,,,,,,0
394,Mohamed_Elyounoussi_346,,,61,2,,0,0,3,,,,2.6,4.4,0.0,90,True,13,,,,,,,,,,,,0
