,name,position,team,value,total_points,xP,goals_scored,assists,goals_conceded,expected_goals,expected_assists,expected_goal_involvements,influence,creativity,threat,minutes,was_home,opponent_team,tr_total_points,tr_xP,tr_goals_scored,tr_assists,tr_goals_conceded,tr_expected_goals,tr_expected_assists,tr_expected_goal_involvements,tr_influence,tr_creativity,tr_threat,tr_minutes
92,Christian_Pulisic_431,,,75,1,,0,0,3,,,,6.0,11.8,8.0,32,False,12,,,,,,,,,,,,0
35,AndrÃ© Filipe_Tavares Gomes_422,,,55,1,,0,0,0,,,,7.6,11.3,0.0,45,False,7,,,,,,,,,,,,0
129,DeAndre_Yedlin_253,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
105,CÃ©dric_Soares_486,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,5,,,,,,,,,,,,0
404,Patrick_Roberts_435,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,10,,,,,,,,,,,,0
77,Callum_Wilson_67,,,80,5,,0,1,1,,,,2.4,2.3,35.0,89,True,15,,,,,,,,,,,,0
399,Oriol_Romeu Vidal_328,,,45,2,,0,0,3,,,,8.8,12.6,11.0,90,False,5,,,,,,,,,,,,0
363,Michael_Keane_143,,,55,8,,0,0,0,,,,24.4,0.5,0.0,90,False,7,,,,,,,,,,,,0
425,Ravel_Morrison_456,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
366,Michael_Verrips_521,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
130,Dean_Henderson_471,,,45,2,,0,0,1,,,,13.6,0.0,0.0,90,False,3,,,,,,,,,,,,0
177,Gary_Cahill_503,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,8,,,,,,,,,,,,0
95,Chris_Mepham_61,,,45,10,,1,0,1,,,,47.4,1.2,68.0,90,True,15,,,,,,,,,,,,0
427,Reece_James_506,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
420,Pontus_Dahlberg_367,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,4,,,,,,,,,,,,0
297,Konstantinos_Mavropanos_8,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,13,,,,,,,,,,,,0
211,Jack_Cork_102,,,50,3,,0,0,0,,,,8.2,2.1,0.0,90,True,16,,,,,,,,,,,,0
334,Mario_Lemina_324,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,5,,,,,,,,,,,,0
142,Dominic_Solanke_69,,,55,1,,0,0,0,,,,0.0,0.0,0.0,1,True,15,,,,,,,,,,,,0
455,Sadio_ManÃ©_192,,,115,1,,0,0,0,,,,1.2,1.3,6.0,16,True,14,,,,,,,,,,,,0
58,Benjamin_Mendy_204,,,60,0,,0,0,0,,,,0.0,0.0,0.0,0,False,19,,,,,,,,,,,,0
458,Sam_Surridge_71,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
279,JoÃ£o Pedro Cavaco_Cancelo_518,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,19,,,,,,,,,,,,0
291,Kepa_Arrizabalaga_111,,,55,0,,0,0,4,,,,7.0,0.0,0.0,90,False,12,,,,,,,,,,,,0
308,Leroy_SanÃ©_216,,,95,0,,0,0,0,,,,0.0,0.0,0.0,0,False,19,,,,,,,,,,,,0
131,Declan_Rice_395,,,50,2,,0,0,5,,,,16.0,1.8,0.0,90,True,11,,,,,,,,,,,,0
293,Kevin_Long_88,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,16,,,,,,,,,,,,0
145,Ederson_Santana de Moraes_212,,,60,7,,0,0,0,,,,28.8,0.0,0.0,90,False,19,,,,,,,,,,,,0
17,Alexander_Tettey_289,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,10,,,,,,,,,,,,0
267,Jorge Luiz_Frello Filho_118,,,50,1,,0,0,3,,,,6.2,4.4,8.0,72,False,12,,,,,,,,,,,,0
4,Aaron_Wan-Bissaka_122,,,55,8,,0,0,0,,,,30.4,16.1,2.0,90,True,6,,,,,,,,,,,,0
332,Marc_Albrighton_174,,,55,1,,0,0,0,,,,2.2,15.1,11.0,14,True,20,,,,,,,,,,,,0
61,Ben_Gibson_89,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,True,16,,,,,,,,,,,,0
191,Harry_Maguire_160,,,55,6,,0,0,0,,,,34.8,10.8,8.0,90,True,6,,,,,,,,,,,,0
144,Dwight_McNeil_97,,,60,3,,0,0,0,,,,15.8,5.3,0.0,83,True,16,,,,,,,,,,,,0
136,Diego_Rico_65,,,40,2,,0,0,1,,,,21.0,16.6,3.0,90,True,15,,,,,,,,,,,,0
149,Emiliano_BuendÃ­a_283,,,60,4,,0,1,4,,,,34.2,40.5,24.0,90,False,10,,,,,,,,,,,,0
233,Jannik_Vestergaard_304,,,50,1,,0,0,3,,,,16.4,1.3,33.0,90,False,5,,,,,,,,,,,,0
237,Javier_Manquillo_256,,,45,2,,0,0,1,,,,8.6,11.1,2.0,90,True,1,,,,,,,,,,,,0
469,Shane_Long_315,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,5,,,,,,,,,,,,0
367,Michail_Antonio_389,,,70,1,,0,0,1,,,,3.8,12.3,0.0,45,True,11,,,,,,,,,,,,0
336,Marko_Arnautovic_385,,,70,0,,0,0,0,,,,0.0,0.0,0.0,0,True,11,,,,,,,,,,,,0
190,Harry_Kane_338,,,110,13,,2,0,1,,,,64.2,24.1,95.0,90,True,2,,,,,,,,,,,,0
416,Phil_Jagielka_444,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
456,Sam_Byram_454,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,10,,,,,,,,,,,,0
273,JosÃ© Diogo_Dalot Teixeira_229,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
257,John_Stones_207,,,55,6,,0,0,0,,,,18.8,0.8,0.0,90,False,19,,,,,,,,,,,,0
176,Gabriel Teodoro_Martinelli Silva_504,,,45,1,,0,0,0,,,,0.0,0.0,0.0,6,False,13,,,,,,,,,,,,0
171,Fraser_Forster_317,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,5,,,,,,,,,,,,0
11,Ademola_Lookman_155,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
511,Wilfried_Zaha_133,,,70,1,,0,0,0,,,,4.4,0.8,32.0,25,True,8,,,,,,,,,,,,0
324,Maarten_Stekelenburg_149,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
378,Moussa_Sissoko_349,,,50,5,,0,1,1,,,,17.8,20.3,51.0,90,True,2,,,,,,,,,,,,0
520,Yerry_Mina_142,,,55,9,,0,0,0,,,,19.4,0.8,0.0,90,False,7,,,,,,,,,,,,0
409,Pedro_Lomba Neto_528,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,9,,,,,,,,,,,,0
195,Henrikh_Mkhitaryan_16,,,70,2,,0,0,0,,,,0.2,19.4,22.0,83,False,13,,,,,,,,,,,,0
192,Harry_Wilson_505,,,60,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
168,Florian_Lejeune_257,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
274,JosÃ© Heriberto_Izquierdo Mena_51,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,18,,,,,,,,,,,,0
247,Joelinton CÃ¡ssio_ApolinÃ¡rio de Lira_466,,,60,2,,0,0,1,,,,0.0,0.0,0.0,90,True,1,,,,,,,,,,,,0
39,Angel_Gomes_245,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
328,Marcos_Alonso_103,,,65,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
256,John_Ruddy_412,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,9,,,,,,,,,,,,0
518,Xherdan_Shaqiri_194,,,65,0,,0,0,0,,,,0.0,0.0,0.0,0,True,14,,,,,,,,,,,,0
442,Rolando_Aarons_499,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
429,Rhian_Brewster_464,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,14,,,,,,,,,,,,0
387,Neal_Maupay_502,,,60,6,,1,0,0,,,,0.0,0.0,0.0,26,False,18,,,,,,,,,,,,0
322,Luke_Shaw_226,,,55,6,,0,0,0,,,,14.6,3.0,2.0,90,True,6,,,,,,,,,,,,0
282,Junior_Stanislas_77,,,60,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
26,Allan_Saint-Maximin_500,,,55,1,,0,0,0,,,,0.0,0.0,0.0,23,True,1,,,,,,,,,,,,0
475,Sokratis_Papastathopoulos_5,,,50,8,,0,0,0,,,,20.2,0.4,0.0,90,False,13,,,,,,,,,,,,0
59,Ben_Davies_329,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,True,2,,,,,,,,,,,,0
47,Artur_Boruc_73,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
492,Tom_Davies_154,,,55,1,,0,0,0,,,,1.4,0.1,0.0,11,False,7,,,,,,,,,,,,0
214,Jack_Simpson_66,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
386,Nathan_Redmond_320,,,65,2,,0,0,3,,,,2.4,3.1,29.0,90,False,5,,,,,,,,,,,,0
504,Virgil_van Dijk_183,,,65,8,,1,0,1,,,,52.4,0.8,21.0,90,True,14,,,,,,,,,,,,0
423,Raheem_Sterling_214,,,120,20,,3,0,0,,,,103.6,12.7,74.0,90,False,19,,,,,,,,,,,,0
352,Matthew_Clarke_43,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,18,,,,,,,,,,,,0
396,Oliver_Skipp_352,,,45,1,,0,0,0,,,,0.0,0.1,0.0,1,True,2,,,,,,,,,,,,0
249,Joel_Ward_126,,,45,6,,0,0,0,,,,14.2,0.9,0.0,90,True,8,,,,,,,,,,,,0
135,Dennis_Srbeny_279,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,10,,,,,,,,,,,,0
452,Ryan_Sessegnon_524,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,True,2,,,,,,,,,,,,0
483,Tammy_Abraham_460,,,70,1,,0,0,2,,,,0.0,0.8,24.0,65,False,12,,,,,,,,,,,,0
424,Ralf_Fahrmann_449,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,10,,,,,,,,,,,,0
500,Vicente_Guaita_131,,,50,6,,0,0,0,,,,14.0,0.0,0.0,90,True,8,,,,,,,,,,,,0
28,Andreas_Pereira_246,,,50,6,,0,1,0,,,,22.0,20.1,4.0,73,True,6,,,,,,,,,,,,0
523,Yves_Bissouma_53,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,18,,,,,,,,,,,,0
319,Luke_Amos_351,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,2,,,,,,,,,,,,0
203,Idrissa_Gueye_156,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
231,James_Ward-Prowse_321,,,60,2,,0,0,3,,,,10.8,15.1,17.0,90,False,5,,,,,,,,,,,,0
112,Danilo Luiz_da Silva_209,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,19,,,,,,,,,,,,0
344,Mason_Greenwood_234,,,45,1,,0,0,0,,,,0.0,0.6,18.0,4,True,6,,,,,,,,,,,,0
87,Christian_Atsu_267,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
384,Nathaniel_Chalobah_374,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,4,,,,,,,,,,,,0
488,Tim_Krul_280,,,45,1,,0,0,4,,,,30.4,0.0,0.0,90,False,10,,,,,,,,,,,,0
25,Alisson_Ramses Becker_189,,,60,1,,0,0,0,,,,5.6,0.0,0.0,38,True,14,,,,,,,,,,,,0
448,Ryan_Bennett_404,,,50,6,,0,0,0,,,,9.0,0.4,8.0,90,False,9,,,,,,,,,,,,0
300,Kyle_Walker-Peters_337,,,50,2,,0,0,1,,,,20.2,19.3,14.0,90,True,2,,,,,,,,,,,,0
435,Robert Kenedy_Nunes do Nascimento_462,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
137,Diogo_Jota_410,,,65,2,,0,0,0,,,,1.6,12.3,25.0,75,False,9,,,,,,,,,,,,0
255,John_McGinn_31,,,55,7,,1,0,3,,,,49.6,13.4,24.0,90,False,17,,,,,,,,,,,,0
351,Matteo_Guendouzi_21,,,45,3,,0,0,0,,,,21.2,14.4,0.0,90,False,13,,,,,,,,,,,,0
397,Olivier_Giroud_110,,,70,1,,0,0,2,,,,0.0,0.6,0.0,24,False,12,,,,,,,,,,,,0
373,Moise_Kean_496,,,70,1,,0,0,0,,,,1.0,0.2,0.0,21,False,7,,,,,,,,,,,,0
449,Ryan_Bertrand_305,,,50,1,,0,0,3,,,,5.4,6.7,7.0,90,False,5,,,,,,,,,,,,0
73,Bjorn_Engels_455,,,45,1,,0,0,3,,,,27.8,0.0,0.0,90,False,17,,,,,,,,,,,,0
495,Trent_Alexander-Arnold_182,,,70,5,,0,1,1,,,,35.6,36.3,12.0,90,True,14,,,,,,,,,,,,0
89,Christian_Eriksen_343,,,90,1,,0,0,0,,,,12.6,40.8,18.0,26,True,2,,,,,,,,,,,,0
461,Sead_Kolasinac_3,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,13,,,,,,,,,,,,0
331,Marcus_Rashford_233,,,85,13,,2,0,0,,,,71.8,1.9,58.0,85,True,6,,,,,,,,,,,,0
118,Dan_Gosling_81,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
490,Todd_Cantwell_287,,,45,2,,0,0,4,,,,15.6,33.9,2.0,90,False,10,,,,,,,,,,,,0
156,Erik_Pieters_447,,,45,14,,0,2,0,,,,56.8,25.1,1.0,90,True,16,,,,,,,,,,,,0
338,Mark_Noble_396,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,11,,,,,,,,,,,,0
513,Willy_Boly_405,,,50,9,,0,0,0,,,,27.2,0.3,2.0,90,False,9,,,,,,,,,,,,0
484,Tanguy_Ndombele_442,,,60,8,,1,0,1,,,,41.2,20.3,14.0,90,True,2,,,,,,,,,,,,0
20,Alexis_SÃ¡nchez_240,,,70,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
82,Charlie_Austin_312,,,60,0,,0,0,0,,,,0.0,0.0,0.0,0,False,5,,,,,,,,,,,,0
18,Alexandre Nascimento_Costa Silva_387,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,11,,,,,,,,,,,,0
160,Fabian_Delph_205,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
94,Chris_Basham_423,,,45,2,,0,0,1,,,,9.6,1.5,2.0,81,False,3,,,,,,,,,,,,0
254,John_Lundstram_297,,,40,3,,0,0,1,,,,4.8,27.2,3.0,77,False,3,,,,,,,,,,,,0
121,David_Brooks_76,,,65,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
166,Fernando_Luiz Rosa_221,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,19,,,,,,,,,,,,0
48,Ashley_Barnes_90,,,65,13,,2,0,0,,,,71.4,1.8,89.0,83,True,16,,,,,,,,,,,,0
152,Enda_Stevens_291,,,50,2,,0,0,1,,,,10.2,3.1,2.0,90,False,3,,,,,,,,,,,,0
508,Wesley_Moraes_428,,,60,2,,0,0,1,,,,5.0,1.1,17.0,73,False,17,,,,,,,,,,,,0
7,Adam_Lallana_195,,,60,0,,0,0,0,,,,0.0,0.0,0.0,0,True,14,,,,,,,,,,,,0
281,Juan_Mata_242,,,65,1,,0,0,0,,,,0.0,0.9,0.0,4,True,6,,,,,,,,,,,,0
430,Ricardo Domingos_Barbosa Pereira_159,,,60,9,,0,0,0,,,,21.4,16.0,9.0,90,True,20,,,,,,,,,,,,0
340,Martin_Dubravka_262,,,50,2,,0,0,1,,,,11.0,0.0,0.0,90,True,1,,,,,,,,,,,,0
1,Aaron_Lennon_430,,,50,1,,0,0,0,,,,2.0,0.0,0.0,6,True,16,,,,,,,,,,,,0
470,Shkodran_Mustafi_1,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,13,,,,,,,,,,,,0
99,Claudio_Bravo_213,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,19,,,,,,,,,,,,0
374,Morgan_Gibbs-White_416,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,9,,,,,,,,,,,,0
369,Miguel_AlmirÃ³n_266,,,60,1,,0,0,1,,,,1.4,13.5,21.0,90,True,1,,,,,,,,,,,,0
422,Rafael_Camacho_201,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,14,,,,,,,,,,,,0
309,Lewis_Cook_79,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
271,Joshua_King_68,,,65,2,,0,0,1,,,,6.0,12.4,22.0,90,True,15,,,,,,,,,,,,0
503,Vincent_Janssen_339,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,2,,,,,,,,,,,,0
65,Ben_Osborn_472,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
311,Lewis_Gibson_477,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
266,Jordon_Ibe_78,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
438,Roberto_Pereyra_369,,,60,1,,0,0,2,,,,2.8,3.3,30.0,45,True,4,,,,,,,,,,,,0
34,Andros_Townsend_135,,,60,3,,0,0,0,,,,10.0,11.7,0.0,90,True,8,,,,,,,,,,,,0
407,Paul_Dummett_255,,,45,2,,0,0,1,,,,26.6,0.9,0.0,90,True,1,,,,,,,,,,,,0
364,Michael_McGovern_281,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,10,,,,,,,,,,,,0
389,Nemanja_Matic_247,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
146,Edward_Nketiah_13,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,13,,,,,,,,,,,,0
232,Jamie_Vardy_166,,,90,2,,0,0,0,,,,6.8,4.9,4.0,90,True,20,,,,,,,,,,,,0
126,David_Silva_219,,,75,3,,0,0,0,,,,7.2,32.3,17.0,79,False,19,,,,,,,,,,,,0
480,Sung-yueng_Ki_268,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
414,Phil_Bardsley_86,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,16,,,,,,,,,,,,0
477,Steven_Defour_99,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,True,16,,,,,,,,,,,,0
138,Divock_Origi_188,,,55,12,,1,1,1,,,,45.4,26.4,21.0,73,True,14,,,,,,,,,,,,0
54,Ayoze_PÃ©rez_265,,,65,3,,0,0,0,,,,2.0,3.6,12.0,75,True,20,,,,,,,,,,,,0
361,Maya_Yoshida_310,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,5,,,,,,,,,,,,0
272,Josip_Drmic_434,,,55,1,,0,0,0,,,,0.0,0.3,2.0,7,False,10,,,,,,,,,,,,0
375,Morgan_Schneiderlin_158,,,45,0,,0,0,0,,,,9.4,13.1,0.0,75,False,7,,,,,,,,,,,,0
444,Romelu_Lukaku_232,,,85,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
70,Bernd_Leno_14,,,50,7,,0,0,0,,,,18.0,0.0,0.0,90,False,13,,,,,,,,,,,,0
464,Sebastian_PrÃ¶dl_361,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,True,4,,,,,,,,,,,,0
167,Fikayo_Tomori_529,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
31,Andre_Gray_364,,,60,2,,0,0,2,,,,1.4,2.5,17.0,74,True,4,,,,,,,,,,,,0
496,Troy_Deeney_362,,,65,2,,0,0,3,,,,7.6,11.5,9.0,90,True,4,,,,,,,,,,,,0
357,Matt_Targett_309,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,17,,,,,,,,,,,,0
269,Joseph_Gomez_184,,,55,2,,0,0,1,,,,14.0,11.8,0.0,90,True,14,,,,,,,,,,,,0
165,Felipe Anderson_Pereira Gomes_390,,,70,1,,0,0,2,,,,3.8,1.6,0.0,65,True,11,,,,,,,,,,,,0
512,Willian_Borges Da Silva_113,,,70,0,,0,0,0,,,,0.0,0.0,0.0,0,False,12,,,,,,,,,,,,0
224,James_Justin_433,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
5,Abdoulaye_DoucourÃ©_368,,,60,0,,0,0,3,,,,4.4,23.1,2.0,90,True,4,,,,,,,,,,,,0
32,Andre_Green_32,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,17,,,,,,,,,,,,0
259,Jonathan_Castro Otto_402,,,55,5,,0,0,0,,,,16.0,12.3,0.0,90,False,9,,,,,,,,,,,,0
100,Connor_Wickham_130,,,45,1,,0,0,0,,,,0.0,0.5,2.0,7,True,8,,,,,,,,,,,,0
301,Kyle_Walker_203,,,60,8,,0,1,0,,,,27.4,23.3,20.0,90,False,19,,,,,,,,,,,,0
473,Simon_Moore_436,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
394,Oliver_McBurnie_501,,,60,1,,0,0,0,,,,3.4,1.4,4.0,27,False,3,,,,,,,,,,,,0
460,Scott_McTominay_248,,,50,3,,0,0,0,,,,8.2,1.2,2.0,90,True,6,,,,,,,,,,,,0
252,John_Egan_295,,,45,2,,0,0,1,,,,19.6,0.3,2.0,90,False,3,,,,,,,,,,,,0
57,Benjamin_Chilwell_161,,,55,6,,0,0,0,,,,5.4,16.8,9.0,90,True,20,,,,,,,,,,,,0
253,John_Fleck_301,,,50,1,,0,0,1,,,,8.2,28.5,0.0,90,False,3,,,,,,,,,,,,0
68,Bernardo_Fernandes da Silva Junior_39,,,45,1,,0,0,0,,,,0.0,0.4,0.0,1,False,18,,,,,,,,,,,,0
342,MartÃ­n_Montoya_38,,,45,6,,0,0,0,,,,13.0,12.6,2.0,90,False,18,,,,,,,,,,,,0
63,Ben_Johnson_384,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,True,11,,,,,,,,,,,,0
185,Grady_Diangana_398,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,11,,,,,,,,,,,,0
147,Eldin_Jakupovic_169,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
385,Nathan_AkÃ©_59,,,50,2,,0,0,1,,,,16.4,21.7,22.0,90,True,15,,,,,,,,,,,,0
226,James_McArthur_138,,,55,3,,0,0,0,,,,21.2,11.6,0.0,90,True,8,,,,,,,,,,,,0
264,Jordan_Henderson_198,,,55,2,,0,0,1,,,,12.2,6.2,41.0,90,True,14,,,,,,,,,,,,0
413,Philip_Heise_484,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,False,10,,,,,,,,,,,,0
349,Mathew_Ryan_47,,,45,9,,0,0,0,,,,25.4,0.0,0.0,90,False,18,,,,,,,,,,,,0
113,Danny_Ings_313,,,60,2,,0,0,1,,,,4.8,11.0,0.0,65,False,5,,,,,,,,,,,,0
207,IsmaÃ¯la_Sarr_525,,,65,0,,0,0,0,,,,0.0,0.0,0.0,0,True,4,,,,,,,,,,,,0
323,Lys_Mousset_70,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,False,3,,,,,,,,,,,,0
172,Frederick_Woodman_264,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,True,1,,,,,,,,,,,,0
91,Christian_Kabasele_354,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,4,,,,,,,,,,,,0
517,Winston_Reid_383,,,40,0,,0,0,0,,,,0.0,0.0,0.0,0,True,11,,,,,,,,,,,,0
320,Luke_Dreher_140,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,8,,,,,,,,,,,,0
471,Simon_Francis_62,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,15,,,,,,,,,,,,0
163,FabiÃ¡n_Balbuena_382,,,45,-1,,0,0,5,,,,5.6,0.4,0.0,90,True,11,,,,,,,,,,,,0
81,Cenk_Tosun_146,,,60,0,,0,0,0,,,,0.0,0.0,0.0,0,False,7,,,,,,,,,,,,0
326,Mamadou_Sakho_125,,,50,0,,0,0,0,,,,0.0,0.0,0.0,0,True,8,,,,,,,,,,,,0
479,Stuart_Armstrong_323,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,False,5,,,,,,,,,,,,0
134,Dennis_Praet_517,,,55,0,,0,0,0,,,,0.0,0.0,0.0,0,True,20,,,,,,,,,,,,0
482,Tahith_Chong_249,,,45,0,,0,0,0,,,,0.0,0.0,0.0,0,True,6,,,,,,,,,,,,0
292,Kevin_De Bruyne_215,,,95,7,,0,1,0,,,,37.8,37.4,27.0,78,False,19,,,,,,,,,,,,0
