assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,0,532605,None,,0,0,0,0,0.0,510,219,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Andrey,0.0,517,219,0,0,0,0.0,518,218,150,False,0.0,510,211,0,Has joined Strasbourg on a season-long loan,2024-08-05T10:16:34.176364Z,45,497,268,0,0,None,0,,532605.jpg,0.0,517,219,0,0,0,Nascimento dos Santos,0.0,608,270,False,None,0,0,u,6,8,0.0,477,196,0,0,0,336,95,0.0,0.0,Andrey Santos,0
0,0,0,None,None,0,0,518620,None,,0,0,0,0,0.0,504,214,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ângelo Gabriel,0.0,511,214,0,0,0,0.0,512,213,151,False,0.0,504,206,0,,None,45,490,263,0,0,None,0,,518620.jpg,0.0,511,214,0,0,0,Borges Damaceno,0.3,305,101,False,None,0,0,a,6,8,0.0,471,191,0,3056,1614,6661,3139,0.0,0.0,Ângelo,0
0,0,0,None,None,0,0,109745,None,,0,0,0,0,0.0,424,46,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kepa,0.0,435,58,0,0,0,0.0,437,58,152,False,0.0,429,58,0,,None,45,357,19,0,0,None,0,,109745.jpg,0.0,435,58,0,0,0,Arrizabalaga,0.3,303,42,False,None,0,0,a,6,8,0.0,375,44,0,3712,2255,7694,3430,0.0,0.0,Arrizabalaga,0
0,0,0,None,None,0,0,242880,None,,0,0,0,0,0.0,455,186,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Benoît,0.0,464,184,0,0,0,0.0,465,187,153,False,0.0,457,187,0,,None,45,419,105,0,0,None,0,,242880.jpg,0.0,464,184,0,0,0,Badiashile,0.1,413,152,False,None,0,0,a,6,8,0.0,413,171,0,1874,892,3939,1692,0.0,0.0,B.Badiashile,0
0,0,0,None,None,0,0,482158,None,,0,0,0,0,0.0,369,29,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lucas,0.0,385,47,0,0,0,0.0,389,48,154,False,0.0,381,48,0,,None,40,608,65,0,0,None,0,,482158.jpg,0.0,385,47,0,0,0,Bergström,0.3,317,47,False,None,0,0,a,6,8,0.0,311,27,0,4154,2304,2383,1365,0.0,0.0,Bergström,0
0,0,0,None,None,0,0,122074,None,,0,0,0,0,0.0,328,10,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Marcus,0.0,345,28,0,0,0,0.0,348,29,155,False,0.0,340,29,0,,None,40,561,46,0,0,None,0,,122074.jpg,0.0,345,28,0,0,0,Bettinelli,0.4,284,38,False,None,0,0,a,6,8,0.0,269,8,0,2722,1464,2668,1370,0.0,0.0,Bettinelli,0
0,0,0,None,None,0,0,440323,None,,0,0,0,0,0.0,607,63,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Armando,0.0,604,62,0,0,0,0.0,607,63,156,False,0.0,606,63,0,,None,55,128,37,0,0,None,0,,440323.jpg,0.0,604,62,0,0,0,Broja,0.1,451,62,False,None,0,0,a,6,8,0.0,598,62,0,2539,838,3728,1818,0.0,0.0,Broja,0
0,0,20,None,None,0,0.0,486672,None,,0,0,0,0,32.2,63,52,None,,0,3,1.5,1.5,2,0.08,0.04,0.11,0.06,0.03,2.57,1.4,0.02,Moisés,1.5,195,96,4,2.18,0,5.5,133,78,157,False,20.4,177,74,165,,None,50,267,172,0,0,None,0,,486672.jpg,1.5,201,99,0,0,0.0,Caicedo Corozo,0.6,228,79,False,None,2,1.09,a,6,8,2.0,242,137,3,10392,4057,17512,8590,0.3,0.6,Caicedo,1
0,0,0,None,None,0,0,505187,None,,0,0,0,0,0.0,500,211,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Cesare,0.0,507,211,0,0,0,0.0,508,210,158,False,0.0,500,203,0,,None,45,482,258,0,0,None,0,,505187.jpg,0.0,507,211,0,0,0,Casadei,0.1,423,152,False,None,0,0,a,6,8,0.0,465,187,0,2870,1480,3701,1926,0.0,0.0,Casadei,0
0,0,0,None,None,0,0,180736,None,,0,0,0,0,0.0,435,173,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Trevoh,0.0,445,171,0,0,0,0.0,446,174,159,False,0.0,438,174,0,,None,45,378,73,0,0,None,0,,180736.jpg,0.0,445,171,0,0,0,Chalobah,0.2,375,141,False,None,0,0,a,6,8,0.0,388,154,0,1550,759,5004,2139,0.0,0.0,Chalobah,0
0,0,0,None,None,0,0,172850,None,,-1,1,-1,1,0.0,535,195,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,543,193,0,0,0,0.0,543,195,160,False,0.0,536,195,0,,None,49,306,36,0,0,None,0,,172850.jpg,0.0,543,193,0,0,0,Chilwell,0.7,215,78,False,None,0,0,a,6,8,0.0,505,189,0,6583,2638,28663,11284,0.0,0.0,Chilwell,0
0,0,0,None,None,0,0,478912,None,,-1,1,-1,1,0.0,542,242,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Carney,0.0,550,242,0,0,0,0.0,550,241,161,False,0.0,543,235,0,,None,49,322,210,0,0,None,0,,478912.jpg,0.0,550,242,0,0,0,Chukwuemeka,0.1,504,198,False,None,0,0,a,6,8,0.0,515,222,0,838,531,1930,874,0.0,0.0,Chukwuemeka,0
0,0,18,None,None,0,0.0,460028,None,,0,0,0,0,1.2,267,85,None,,0,2,1.0,1.0,1,0.01,0.0,0.01,0.0,0.00,2.69,1.34,0.0,Levi,1.0,221,69,4,2.0,0,4.3,178,58,162,False,41.6,62,13,180,,None,45,442,115,0,0,None,0,,460028.jpg,1.0,236,80,0,0,0.0,Colwill,1.1,183,67,False,None,2,1.0,a,6,8,0.0,431,176,2,47634,24873,20414,12012,0.2,0.4,Colwill,0
0,0,23,None,None,0,0.0,179268,None,,0,0,0,0,9.2,179,49,None,,0,2,1.0,1.0,0,0.20,0.11,0.20,0.11,0.00,2.49,1.39,0.0,Marc,1.0,239,75,3,1.68,0,3.8,199,67,163,False,27.2,139,52,161,,None,50,202,20,0,0,None,0,,179268.jpg,1.0,267,88,0,0,0.0,Cucurella Saseta,6.2,66,23,False,None,2,1.12,a,6,8,2.0,237,73,2,97275,40183,123447,74151,0.2,0.4,Cucurella,1
0,0,0,None,None,0,0,520295,None,,-1,1,-1,1,0.0,601,61,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,David Datro,0.0,601,60,0,0,0,0.0,604,61,164,False,0.0,602,60,0,,None,54,175,44,0,0,None,0,,520295.jpg,0.0,601,60,0,0,0,Fofana,0.1,424,56,False,None,0,0,a,6,8,0.0,590,59,0,2004,947,4808,2113,0.0,0.0,D.D.Fofana,0
0,0,0,None,None,0,0,617054,None,,0,0,0,0,0.0,588,59,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Deivid Washington,0.0,587,58,0,0,0,0.0,591,59,165,False,0.0,584,58,0,,None,50,290,61,0,0,None,0,,617054.jpg,0.0,587,58,0,0,0,de Souza Eugênio,0.1,439,59,False,None,0,0,a,6,8,0.0,575,57,0,2506,1414,3275,1732,0.0,0.0,Deivid,0
0,0,5,None,None,0,0.0,215413,None,,-1,1,-1,1,1.8,253,148,None,,0,3,1.0,1.0,1,0.01,0.02,0.01,0.02,0.00,0.23,0.54,0.0,Kiernan,1.0,260,135,1,2.37,0,0.4,317,160,166,False,2.0,303,151,38,,None,59,91,56,0,0,None,0,,215413.jpg,1.0,304,160,0,0,0.0,Dewsbury-Hall,0.2,349,119,False,None,0,0.0,a,6,8,0.0,607,272,2,2133,888,8973,4138,0.2,0.3,Dewsbury-Hall,0
0,0,0,None,None,0,0,220362,None,,-1,1,-1,1,0.0,400,158,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Axel,0.0,417,155,0,0,0,0.0,420,159,167,False,0.0,412,159,0,,None,44,534,145,0,0,None,0,,220362.jpg,0.0,417,155,0,0,0,Disasi,0.4,287,110,False,None,0,0,a,6,8,0.0,344,133,0,3189,1638,13331,5670,0.0,0.0,Disasi,0
0,0,31,None,None,0,0.0,448047,1,,0,0,0,0,35.4,56,47,5,,0,3,2.0,2.0,2,0.12,0.06,0.34,0.17,0.22,2.69,1.34,0.11,Enzo,2.0,149,76,4,2.0,0,9.6,70,48,168,False,30.4,121,48,180,,None,50,253,163,0,0,4,0,,448047.jpg,2.0,154,79,0,0,0.0,Fernández,1.7,151,51,False,None,2,1.0,a,6,8,30.0,62,38,4,52511,20114,43460,23641,0.4,0.8,Enzo,0
0,0,0,0,0,0,0,232787,None,,0,0,-1,1,0.0,613,276,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Conor,0.0,610,276,0,0,0,0.0,613,276,169,False,0.0,613,275,0,Transferred to Atletico Madrid,2024-08-22T11:20:34.236891Z,59,93,58,0,0,None,0,,232787.jpg,0.0,610,276,0,0,0,Gallagher,0.4,291,94,False,None,0,0,u,6,8,0.0,608,273,0,1567,0,52146,19016,0.0,0.0,Gallagher,0
0,0,0,0,0,0,0,514280,None,,0,0,0,0,0.0,375,135,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alfie,0.0,392,132,0,0,0,0.0,395,136,170,False,0.0,387,136,0,Has joined Sheffield United on a season-long,2024-08-09T11:15:16.064928Z,40,616,194,0,0,None,0,,514280.jpg,0.0,392,132,0,0,0,Gilchrist,0.1,476,173,False,None,0,0,u,6,8,0.0,318,109,0,0,0,3033,971,0.0,0.0,Gilchrist,0
0,0,6,None,None,0,0.0,482609,None,,0,0,0,0,19.2,100,20,None,,0,2,0.5,0.5,0,0.10,0.05,0.10,0.05,0.00,2.69,1.34,0.0,Malo,0.5,311,100,4,2.0,0,5.1,145,41,171,False,23.4,163,63,180,,None,50,265,31,0,0,None,0,,482609.jpg,0.5,330,103,0,0,0.0,Gusto,3.3,102,37,False,None,2,1.0,a,6,8,8.0,150,31,1,65466,31256,59572,37044,0.1,0.2,Gusto,1
0,0,0,0,0,0,0,225796,4,,0,0,0,0,0.0,561,201,2,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Reece,0.0,563,199,0,0,0,0.0,564,201,172,False,0.0,557,201,0,Suspended until 14 Sep,2024-07-17T13:30:05.006577Z,50,230,27,0,0,None,0,,225796.jpg,0.0,563,199,0,0,0,James,0.1,459,169,False,None,0,0,s,6,8,0.0,541,197,0,538,274,3268,1352,0.0,0.0,James,0
0,0,0,None,None,0,0,549068,None,,0,0,0,0,0.0,513,222,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Omari,0.0,520,222,0,0,0,0.0,521,221,173,False,0.0,513,214,0,,None,45,501,271,0,0,None,0,,549068.jpg,0.0,520,222,0,0,0,Kellyman,0.0,534,220,False,None,0,0,a,6,8,0.0,480,199,0,647,350,950,477,0.0,0.0,Kellyman,0
0,0,18,75,None,0,0.0,514356,None,,0,0,0,0,13.5,149,99,None,,0,3,0.8,1.0,0,0.18,0.25,0.18,0.25,0.00,0.66,0.91,0.0,Roméo,1.0,226,114,1,1.38,0,2.9,228,112,174,False,15.2,203,86,65,Hamstring injury - 75% chance of playing,2024-08-27T11:00:05.591579Z,45,487,261,0,0,None,0,,514356.jpg,2.0,141,68,0,0,0.0,Lavia,1.6,153,52,False,None,1,1.38,d,6,8,0.0,468,189,2,89991,23802,44158,28112,0.2,0.4,Lavia,0
0,0,0,None,None,0,0,66749,None,,-1,1,-2,2,0.0,617,68,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romelu,0.0,612,67,0,0,0,0.0,616,68,175,False,0.0,615,68,0,,None,63,70,19,0,0,None,0,,66749.jpg,0.0,612,67,0,0,0,Lukaku Bolingoli,0.5,253,43,False,None,0,0,a,6,8,0.0,613,67,0,7330,3048,32230,12441,0.0,0.0,Lukaku,0
0,0,0,0,0,0,0,204727,None,,0,0,0,0,0.0,440,175,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Malang,0.0,450,173,0,0,0,0.0,451,176,176,False,0.0,443,176,0,Permanent move to RC Lens,2024-07-29T09:46:25.583703Z,45,386,78,0,0,None,0,,204727.jpg,0.0,450,173,0,0,0,Sarr,0.0,614,203,False,None,0,0,u,6,8,0.0,393,156,0,0,0,282,64,0.0,0.0,M.Sarr,0
0,3,76,None,None,0,0.0,248857,None,,1,-1,0,0,15.4,128,89,None,,1,3,10.0,10.0,20,0.11,0.11,0.65,0.65,0.54,1.92,1.92,0.54,Noni,10.0,4,2,2,2.0,3,21.4,8,6,177,True,110.6,2,1,90,,None,65,55,36,0,0,3,0,,248857.jpg,20.0,1,1,0,0,0.0,Madueke,7.1,57,18,False,None,1,1.0,a,6,8,88.0,7,5,20,643641,641032,53191,43586,1.5,3.1,Madueke,0
0,0,2,None,None,0,0.0,499309,None,,0,0,0,0,0.3,306,35,None,,0,4,0.5,0.5,0,0.00,0.0,0.00,0.0,0.00,0.11,0.41,0.0,Marc,0.5,314,35,1,3.75,0,0.0,584,56,178,False,0.0,577,55,24,,None,50,276,58,0,0,None,0,,499309.jpg,1.0,284,29,0,0,0.0,Guiu Paz,0.8,203,33,False,None,0,0.0,a,6,8,0.0,567,54,1,23160,10209,25533,14061,0.1,0.2,Marc Guiu,0
0,0,1,None,None,0,0.0,465920,3,,-1,1,-1,1,1.1,274,154,None,,0,3,0.5,0.5,1,0.01,0.02,0.01,0.02,0.00,1.75,3.5,0.0,Mykhailo,0.5,331,173,2,4.0,0,0.0,619,279,179,False,0.0,618,278,45,,None,64,69,49,0,0,None,0,,465920.jpg,1.0,313,168,0,0,0.0,Mudryk,0.3,304,100,False,None,1,2.0,a,6,8,0.0,617,278,1,5789,4438,12618,6171,0.1,0.2,Mudryk,0
1,1,42,None,None,0,0.0,517052,None,,1,-1,1,-1,47.6,38,2,None,,1,4,6.0,6.0,10,0.07,0.05,0.71,0.49,0.64,2.46,1.68,0.44,Nicolas,6.0,36,5,3,2.05,1,16.6,19,3,180,False,56.8,27,3,132,,None,76,14,5,0,0,None,0,,517052.jpg,6.0,40,5,0,0,0.0,Jackson,4.4,85,15,False,None,2,1.36,a,6,8,62.0,16,4,12,274682,195121,61257,35345,0.8,1.6,N.Jackson,0
0,0,12,None,None,0,0.0,213198,None,,-1,1,-1,1,23.8,86,66,None,,0,3,1.0,1.0,1,0.08,0.11,0.23,0.32,0.15,0.78,1.1,0.21,Christopher,1.0,262,137,1,1.41,0,4.8,156,84,181,False,11.8,220,99,64,,None,64,65,45,0,0,2,0,,213198.jpg,1.0,312,167,0,0,0.0,Nkunku,10.6,42,15,False,None,1,1.41,a,6,8,13.0,125,75,2,108503,28295,593166,461592,0.2,0.3,Nkunku,0
3,2,79,None,None,0,0.0,244851,2,,0,0,0,0,81.6,10,9,1,,1,3,9.5,9.5,17,0.34,0.18,1.08,0.57,0.74,2.57,1.34,0.39,Cole,9.5,5,3,4,2.09,1,21.6,6,4,182,True,103.2,3,2,172,,None,105,3,2,0,0,1,0,,244851.jpg,9.5,5,3,0,0,0.0,Palmer,38.5,4,1,False,None,2,1.05,a,6,8,31.0,61,37,19,563194,497118,380551,125201,0.9,1.8,Palmer,1
0,0,0,None,None,0,0,457569,None,,-1,1,-1,1,0.0,405,36,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Đorđe,0.0,422,54,0,0,0,0.0,424,54,183,False,0.0,416,54,0,,None,44,541,37,0,0,None,0,,457569.jpg,0.0,422,54,0,0,0,Petrović,0.6,230,32,False,None,0,0,a,6,8,0.0,350,34,0,2206,1168,18941,7345,0.0,0.0,Petrović,0
0,0,6,None,None,0,0.0,551230,None,,0,0,0,0,0.9,277,156,None,,0,3,1.0,1.0,1,0.00,0.0,0.00,0.0,0.00,0.20,1.06,0.0,Renato,1.0,228,115,1,5.29,0,0.4,311,155,184,False,3.4,279,136,17,,None,45,504,274,0,0,None,0,,551230.jpg,1.0,245,119,0,0,0.0,Palma Veiga,0.1,403,144,False,None,0,0.0,a,6,8,0.0,483,202,2,6259,3806,3374,2088,0.2,0.4,Renato Veiga,0
0,0,15,None,None,0,0.0,215059,None,,0,0,0,0,0.0,444,52,None,,0,1,1.5,1.5,1,0.00,0.0,0.00,0.0,0.00,2.69,1.34,0.0,Robert,1.5,173,17,4,2.0,0,3.8,198,14,185,False,38.4,79,14,180,,None,45,394,26,0,0,None,0,,215059.jpg,1.5,179,18,0,5,2.5,Sánchez,3.7,96,15,False,None,2,1.0,a,6,8,0.0,399,51,3,132324,66929,49705,31240,0.3,0.7,Sánchez,0
0,0,0,None,None,0,0,103955,None,,0,0,-1,1,0.0,624,283,3,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Raheem,0.0,621,283,0,0,0,0.0,624,283,186,False,0.0,624,283,0,,None,69,33,17,0,0,None,0,,103955.jpg,0.0,621,283,0,0,0,Sterling,1.3,175,57,False,None,0,0,a,6,8,0.0,623,282,0,4122,1413,59360,19821,0.0,0.0,Sterling,0
0,0,0,None,None,0,0,109646,None,,-1,1,-1,1,0.0,391,149,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tosin,0.0,408,146,0,0,0,0.0,411,150,187,False,0.0,403,150,0,,None,44,524,135,0,0,None,0,,109646.jpg,0.0,408,146,0,0,0,Adarabioyo,0.2,353,127,False,None,0,0,a,6,8,0.0,335,124,0,651,314,6701,2659,0.0,0.0,Tosin,0
0,0,5,None,None,0,0.0,444463,None,,0,0,0,0,1.6,257,80,None,,0,2,1.0,1.0,1,0.01,0.0,0.05,0.02,0.04,2.69,1.34,0.02,Wesley,1.0,220,68,4,2.0,0,2.4,243,83,189,False,15.8,199,81,180,,None,45,433,112,0,0,None,0,,444463.jpg,1.0,235,79,0,0,0.0,Fofana,0.5,255,93,False,None,2,1.0,a,6,8,6.0,170,44,2,19859,9898,8923,5138,0.2,0.4,W.Fofana,0
1,0,18,None,None,0,0.0,247632,None,,0,0,0,0,40.0,47,39,None,,0,3,2.5,2.5,4,0.21,0.25,0.25,0.3,0.04,0.28,0.33,0.05,Pedro,2.5,124,57,1,1.17,0,8.4,77,53,560,False,29.0,128,51,77,,None,65,54,35,0,0,None,0,,247632.jpg,2.5,125,58,0,0,0.0,Lomba Neto,1.1,182,60,False,None,0,0.0,a,6,8,15.0,118,72,5,22924,11803,34537,15737,0.4,0.8,Neto,0
0,0,0,0,0,0,0,488464,None,,0,0,0,0,0.0,370,132,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Caleb,0.0,386,128,0,0,0,0.0,390,133,575,False,0.0,382,133,0,Loaned to Strasbourg,2024-08-13T07:07:06.645739Z,40,609,189,0,0,None,0,,488464.jpg,0.0,386,128,0,0,0,Wiley,0.0,541,184,False,None,0,0,u,6,8,0.0,312,105,0,0,0,1723,456,0.0,0.0,Wiley,0
0,0,0,None,None,0,0,508479,None,,0,0,0,0,0.0,502,58,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Filip,0.0,509,66,0,0,0,0.0,510,66,581,False,0.0,502,66,0,,None,45,484,32,0,0,None,0,,508479.jpg,0.0,509,66,0,0,0,Jørgensen,0.3,309,43,False,None,0,0,a,6,8,0.0,467,57,0,2271,762,7986,3880,0.0,0.0,Jørgensen,0
0,0,25,None,None,0,0.0,428399,None,,0,0,0,0,0.8,283,162,None,,0,3,2.3,2.3,6,0.01,0.04,0.20,0.82,0.19,0.12,0.49,0.78,João,6.0,35,18,0,0.0,1,5.7,126,75,621,False,34.6,101,40,22,,None,65,58,39,0,0,None,0,,428399.jpg,6.0,39,20,0,0,0.0,Félix Sequeira,0.8,202,69,False,None,0,0.0,a,6,8,22.0,91,56,6,69249,57262,10836,9412,0.9,0.9,João Félix,0
0,0,0,None,None,0,0,466117,None,,0,0,0,0,0.0,476,194,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Naouirou,0.0,484,194,0,0,0,0.0,485,193,190,False,0.0,477,186,0,,None,45,449,238,0,0,None,0,,466117.jpg,0.0,484,194,0,0,0,Ahamada,0.4,289,93,False,None,0,0,a,7,31,0.0,438,170,0,5104,2306,7445,3655,0.0,0.0,Ahamada,0
0,0,4,None,None,0,0.0,438464,None,,-1,1,-1,1,2.8,230,134,None,,0,3,0.5,0.5,0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Cheick,0.5,299,149,0,0.0,0,0.3,320,162,193,False,0.4,319,160,6,,None,49,317,206,0,0,None,0,,438464.jpg,1.0,258,129,0,0,0.0,Doucouré,0.1,466,171,False,None,0,0.0,a,7,31,0.0,511,219,1,1064,407,2657,1263,0.1,0.2,C.Doucouré,0
0,0,2,None,None,0,0.0,427623,None,,0,0,0,0,2.9,227,70,None,,0,2,0.5,0.5,1,0.01,0.01,0.13,0.08,0.12,2.72,1.5,0.07,Chris,0.5,285,95,4,2.21,0,2.8,233,78,194,False,21.2,175,69,163,,None,45,427,108,0,0,None,0,,427623.jpg,0.5,326,101,0,0,0.0,Richards,0.2,374,140,False,None,2,1.1,a,7,31,4.0,193,54,1,1427,529,3380,1283,0.1,0.2,C.Richards,1
0,0,3,None,None,0,0.0,515621,None,,0,0,0,0,1.3,265,84,None,,0,2,0.5,0.5,1,0.02,0.02,0.02,0.02,0.00,1.39,1.39,0.0,Chadi,0.5,289,97,2,2.0,0,2.0,260,86,195,False,18.2,188,77,90,,None,45,489,128,0,0,None,0,,515621.jpg,1.0,243,84,0,0,0.0,Riad Dnanou,0.1,410,150,False,None,1,1.0,a,7,31,0.0,470,185,1,1139,464,3659,1332,0.1,0.2,Chadi Riad,0
0,0,0,None,None,0,0,57328,None,,0,0,0,0,0.0,414,166,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathaniel,0.0,429,162,0,0,0,0.0,432,167,196,False,0.0,424,167,0,,None,45,339,51,0,0,None,0,,57328.jpg,0.0,429,162,0,0,0,Clyne,0.1,435,162,False,None,0,0,a,7,31,0.0,362,145,0,495,193,2647,1092,0.0,0.0,Clyne,0
0,0,0,0,0,0,0,450535,None,,0,0,0,0,0.0,464,186,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Malcolm,0.0,473,186,0,0,0,0.0,474,185,197,False,0.0,466,178,0,Season long loan to Oxford United,2024-08-06T17:23:26.723638Z,45,435,230,0,0,None,0,,450535.jpg,0.0,473,186,0,0,0,Ebiowei,0.0,612,274,False,None,0,0,u,7,31,0.0,425,162,0,0,0,242,61,0.0,0.0,Ebiowei,0
0,0,3,None,None,0,0.0,199670,None,,0,0,0,0,13.0,152,16,3,,0,4,1.5,1.5,2,0.03,0.02,0.42,0.33,0.39,2.12,1.66,0.31,Odsonne,1.5,203,21,2,1.57,0,4.5,170,19,198,False,0.8,317,33,115,,None,55,115,34,0,0,3,0,,199670.jpg,1.5,209,22,0,0,0.0,Edouard,0.6,227,37,False,None,1,0.78,a,7,31,32.0,58,16,3,8762,3482,21458,9103,0.3,0.5,Edouard,0
0,0,28,None,None,0,0.0,232413,1,,0,0,0,0,63.0,22,19,1,,0,3,2.0,2.0,2,0.22,0.11,1.08,0.54,0.86,2.98,1.49,0.43,Eberechi,2.0,161,83,4,2.0,0,19.3,14,12,199,False,29.2,127,50,180,,None,70,27,14,0,0,1,0,,232413.jpg,2.0,166,86,0,0,0.0,Eze,27.0,12,4,False,None,2,1.0,a,7,31,101.0,4,3,4,157279,39315,681013,476063,0.3,0.6,Eze,0
0,0,15,None,None,0,0.0,209036,None,,0,0,0,0,3.4,216,63,None,,0,2,0.5,0.5,1,0.04,0.02,0.04,0.02,0.00,2.98,1.49,0.0,Marc,0.5,281,92,4,2.0,0,6.0,119,26,200,False,55.8,30,8,180,,None,45,390,82,0,0,None,0,,209036.jpg,0.5,324,99,0,0,0.0,Guéhi,6.4,63,22,False,None,2,1.0,a,7,31,0.0,397,160,1,32295,11492,103408,50162,0.1,0.2,Guéhi,1
0,0,6,None,None,0,0.0,172649,None,,0,0,0,0,0.0,434,50,None,,0,1,1.5,1.5,1,0.00,0.0,0.00,0.0,0.00,2.98,1.49,0.0,Dean,1.5,169,16,4,2.0,0,3.7,201,15,201,False,37.8,85,15,180,,None,45,376,24,0,0,None,0,,172649.jpg,1.5,175,17,0,4,2.0,Henderson,15.8,20,3,False,None,2,1.0,a,7,31,0.0,387,49,3,75872,17621,179392,130098,0.3,0.7,Henderson,0
0,0,0,None,None,0,0,156074,None,,0,0,0,0,0.0,432,171,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rob,0.0,442,168,0,0,0,0.0,444,172,202,False,0.0,436,172,0,,None,45,370,67,0,0,None,0,,156074.jpg,0.0,442,168,0,0,0,Holding,0.1,447,167,False,None,0,0,a,7,31,0.0,384,152,0,375,134,2184,851,0.0,0.0,Holding,0
0,0,10,75,75,0,0.0,108413,5,,0,0,0,0,14.0,144,96,None,,0,3,0.8,0.8,0,0.05,0.05,0.05,0.05,0.00,1.59,1.72,0.0,Will,1.0,237,121,2,2.17,0,3.2,218,107,203,False,14.2,211,92,83,Illness - 75% chance of playing,2024-08-23T14:00:06.339937Z,50,188,117,0,0,None,0,,108413.jpg,2.0,146,71,0,0,0.0,Hughes,0.0,548,233,False,None,1,1.08,d,7,31,4.0,203,112,2,430,10,1509,804,0.2,0.4,Hughes,0
0,0,0,None,None,0,0,101982,None,,-1,1,-1,1,0.0,388,33,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Sam,0.0,405,51,0,0,0,0.0,408,52,204,False,0.0,400,52,0,,None,44,521,34,0,0,None,0,,101982.jpg,0.0,405,51,0,0,0,Johnstone,0.4,278,37,False,None,0,0,a,7,31,0.0,332,31,0,1030,418,9719,3356,0.0,0.0,Johnstone,0
0,0,9,None,None,0,0.0,209400,None,,-1,1,-1,1,48.9,35,31,None,,0,3,1.0,1.0,1,0.09,0.08,0.09,0.08,0.00,1.20,1.12,0.0,Daichi,1.0,254,132,3,2.81,0,7.1,96,65,205,False,17.6,191,78,96,,None,54,163,100,0,0,None,0,,209400.jpg,1.0,293,153,0,0,0.0,Kamada,0.4,279,89,False,None,1,0.94,a,7,31,4.0,208,117,2,3339,552,18745,12691,0.2,0.4,Kamada,1
