assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,0,94147,None,,0,0,0,0,0.0,324,107,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Conor,0.0,341,104,0,0,0,0.0,344,108,288,False,0.0,336,108,0,Hamstring injury - Expected back 14 Sep,2024-08-12T14:30:04.626270Z,40,555,156,0,0,None,0,,94147.jpg,0.0,341,104,0,0,0,Coady,0.2,360,130,False,None,0,0,i,11,13,0.0,265,79,0,461,222,6173,1998,0.0,0.0,Coady,0
0,0,0,0,0,0,0,245419,None,,-1,1,-1,1,0.0,539,45,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Patson,0.0,547,47,0,0,0,0.0,547,46,289,False,0.0,540,45,0,Ankle injury - Unknown return date,2024-08-12T14:30:04.636525Z,49,314,62,0,0,2,0,,245419.jpg,0.0,547,47,0,0,0,Daka,0.2,363,52,False,None,0,0,i,11,13,0.0,510,43,0,1128,835,13085,4002,0.0,0.0,Daka,0
0,0,10,None,None,0,0.0,96994,None,,0,0,0,0,3.5,215,129,None,,0,3,1.5,1.5,2,0.04,0.02,0.12,0.07,0.08,2.60,1.59,0.05,Bobby,2.0,155,81,2,1.22,0,2.3,250,121,290,False,8.6,246,115,147,,None,55,103,63,0,0,None,0,,96994.jpg,2.0,160,84,0,0,0.0,De Cordova-Reid,0.1,408,147,False,None,2,1.22,a,11,13,11.0,132,80,4,1443,335,3570,1728,0.4,0.7,De Cordova-Reid,0
0,0,27,None,None,0,0.0,218218,None,,1,-1,1,-1,0.6,290,94,None,,0,2,3.5,3.5,7,0.00,0.0,0.33,0.16,0.33,3.01,1.5,0.16,Wout,4.0,65,18,3,1.5,1,12.1,45,6,291,False,75.8,14,3,180,,None,41,545,152,0,0,None,0,,218218.jpg,4.0,68,20,0,0,0.0,Faes,10.6,43,14,False,None,2,1.0,a,11,13,44.0,36,4,8,397676,337930,63756,40488,1.0,2.0,Faes,1
0,0,0,None,None,0,0,549640,None,,0,0,0,0,0.0,514,223,None,,0,3,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Michael,0.0,521,223,0,0,0,0.0,522,222,292,False,0.0,514,215,0,,None,45,502,272,0,0,None,0,,549640.jpg,0.0,521,223,0,0,0,Golding,0.1,518,208,False,None,0,0,a,11,13,0.0,481,200,0,575,246,1194,555,0.0,0.0,Golding,0
0,0,26,None,None,0,0.0,467189,None,,0,0,0,0,0.0,478,56,None,,0,1,2.0,2.0,2,0.00,0.0,0.00,0.0,0.00,3.01,1.5,0.0,Mads,2.5,111,14,3,1.5,0,7.9,83,2,293,False,78.6,10,2,180,,None,45,451,30,0,0,None,0,,467189.jpg,2.5,112,14,0,9,4.5,Hermansen,0.5,249,34,False,None,2,1.0,a,11,13,0.0,440,55,5,11763,3459,6578,3728,0.6,1.1,Hermansen,0
0,0,0,None,None,0,0,207270,None,,0,0,0,0,0.0,342,16,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Daniel,0.0,358,34,0,0,0,0.0,362,35,294,False,0.0,354,35,0,,None,40,577,52,0,0,None,0,,207270.jpg,0.0,358,34,0,0,0,Iversen,0.7,211,29,False,None,0,0,a,11,13,0.0,283,14,0,5878,3201,5032,2777,0.0,0.0,Iversen,0
0,0,25,None,None,0,0.0,220627,None,,0,0,0,0,9.6,177,48,None,,0,2,1.0,1.0,1,0.01,0.0,0.07,0.03,0.06,3.01,1.5,0.03,James,1.5,175,56,3,1.5,0,5.6,127,32,295,False,41.8,60,11,180,,None,45,399,89,0,0,None,0,,220627.jpg,1.5,181,57,0,0,0.0,Justin,0.3,314,116,False,None,2,1.0,a,11,13,5.0,179,46,3,5287,947,4681,2606,0.3,0.7,Justin,0
0,0,15,None,None,0,0.0,481510,None,,0,0,0,0,10.0,176,47,None,,0,2,0.5,0.5,0,0.03,0.02,0.03,0.02,0.00,3.01,1.56,0.0,Victor,1.0,223,71,3,1.55,0,4.6,160,49,296,False,36.2,93,28,174,,None,45,458,123,0,0,None,0,,481510.jpg,1.0,238,82,0,0,0.0,Kristiansen,0.1,418,156,False,None,2,1.03,a,11,13,0.0,445,182,2,2062,342,2416,1430,0.2,0.4,Kristiansen,1
0,0,0,None,None,0,0,461584,None,,0,0,0,0,0.0,472,191,None,,0,3,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Wanya,0.0,481,191,0,0,0,0.0,482,190,297,False,0.0,474,183,0,,None,45,445,235,0,0,None,0,,461584.jpg,0.0,481,191,0,0,0,Marçal-Madivádua,0.0,521,211,False,None,0,0,a,11,13,0.0,434,167,0,623,284,1088,535,0.0,0.0,Marcal,0
0,0,7,None,None,0,0.0,154048,1,,-1,1,-1,1,14.5,140,93,1,,0,3,0.5,0.5,1,0.03,0.09,0.03,0.09,0.00,0.29,0.87,0.0,Stephy,1.0,253,131,0,0.0,0,2.3,249,120,298,False,8.6,245,114,30,,None,54,158,96,0,0,3,0,,154048.jpg,1.0,292,152,0,0,0.0,Mavididi,0.4,288,92,False,None,0,0.0,a,11,13,0.0,582,260,2,2722,844,17758,9297,0.2,0.4,Mavididi,0
0,0,4,None,None,0,0.0,461587,None,,-1,1,-1,1,0.4,299,168,None,,0,3,0.5,0.5,1,0.00,0.0,0.02,0.2,0.02,0.19,1.9,0.2,Kasey,1.0,234,119,0,0.0,0,0.9,291,143,299,False,5.2,264,126,9,,None,49,320,208,0,0,None,0,,461587.jpg,1.0,260,131,0,0,0.0,McAteer,0.0,542,227,False,None,0,0.0,a,11,13,4.0,201,111,2,305,83,1162,491,0.2,0.4,McAteer,0
0,0,32,None,None,0,0.0,203341,None,,0,0,0,0,13.5,150,100,None,,0,3,1.5,1.5,2,0.02,0.01,0.18,0.09,0.16,3.01,1.5,0.08,Wilfred,2.0,144,71,3,1.5,0,9.8,68,46,300,False,44.4,53,26,180,,None,50,211,135,0,0,None,0,,203341.jpg,2.0,149,74,0,0,0.0,Ndidi,0.2,388,136,False,None,2,1.0,a,11,13,40.0,44,25,4,2716,885,3839,1944,0.4,0.8,Ndidi,0
0,0,0,None,None,0,0,473341,None,,0,0,0,0,0.0,367,130,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Caleb,0.0,383,126,0,0,0,0.0,387,131,301,False,0.0,379,131,0,,None,40,606,187,0,0,None,0,,473341.jpg,0.0,383,126,0,0,0,Okoli,0.2,361,131,False,None,0,0,a,11,13,0.0,309,103,0,1349,529,3447,1634,0.0,0.0,Okoli,0
0,0,0,None,None,0,0,111931,None,,-1,1,-1,1,0.0,392,150,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ricardo,0.0,409,147,0,0,0,0.0,412,151,302,False,0.0,404,151,0,,None,44,525,136,0,0,None,0,,111931.jpg,0.0,409,147,0,0,0,Barbosa Pereira,0.2,366,133,False,None,0,0,a,11,13,0.0,336,125,0,672,218,5414,2508,0.0,0.0,Ricardo,0
0,0,0,0,0,0,0,194190,None,,0,0,0,0,0.0,338,115,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harry,0.0,354,111,0,0,0,0.0,358,116,303,False,0.0,350,116,0,Season long loan to Sheffield United,2024-08-07T08:21:01.638839Z,40,573,168,0,0,None,0,,194190.jpg,0.0,354,111,0,0,0,Souttar,0.0,581,195,False,None,0,0,u,11,13,0.0,279,87,0,0,0,699,186,0.0,0.0,Souttar,0
0,0,0,0,0,0,0,436680,None,,0,0,0,0,0.0,356,23,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jakub,0.0,372,41,0,0,0,0.0,376,42,304,False,0.0,368,42,0,Ankle injury - Expected back 25 Jan,2024-07-25T11:00:04.015354Z,40,594,59,0,0,None,0,,436680.jpg,0.0,372,41,0,0,0,Stolarczyk,0.0,522,64,False,None,0,0,i,11,13,0.0,298,21,0,579,314,563,253,0.0,0.0,Stolarczyk,0
0,0,0,None,None,0,0,244619,None,,0,0,0,0,0.0,350,122,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Luke,0.0,366,118,0,0,0,0.0,370,123,305,False,0.0,362,123,0,,None,40,587,177,0,0,None,0,,244619.jpg,0.0,366,118,0,0,0,Thomas,0.5,247,89,False,None,0,0,a,11,13,0.0,292,95,0,3133,1503,8710,4194,0.0,0.0,Thomas,0
0,2,36,100,100,0,0.0,101668,None,,0,0,1,-1,1.7,255,28,None,,0,4,4.5,4.5,2,0.00,0.0,0.80,0.49,0.80,2.72,1.65,0.49,Jamie,5.0,48,7,3,1.82,1,9.6,71,12,306,False,40.4,66,10,148,,2024-08-12T14:30:04.652324Z,56,99,30,0,0,1,0,,101668.jpg,5.0,52,7,0,0,0.0,Vardy,6.8,61,10,False,None,2,1.22,a,11,13,54.0,27,11,10,476349,156236,94366,64758,0.9,1.8,Vardy,0
0,0,7,None,None,0,0.0,93100,None,,0,0,0,0,0.6,289,93,None,,0,2,0.5,0.5,0,0.00,0.0,0.01,0.0,0.01,3.01,1.5,0.0,Jannik,1.0,215,64,3,1.5,0,4.5,163,52,307,False,37.8,84,24,180,,None,40,554,155,0,0,None,0,,93100.jpg,1.0,221,66,0,0,0.0,Vestergaard,2.9,109,39,False,None,2,1.0,a,11,13,7.0,154,33,2,127876,39604,34527,20792,0.2,0.5,Vestergaard,1
0,0,0,None,None,0,0,95463,None,,0,0,0,0,0.0,325,9,None,,0,1,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Danny,0.0,342,27,0,0,0,0.0,345,28,308,False,0.0,337,28,0,,None,40,556,45,0,0,None,0,,95463.jpg,0.0,342,27,0,0,0,Ward,2.6,119,17,False,None,0,0,a,11,13,0.0,266,7,0,23431,12534,18026,10044,0.0,0.0,Ward,0
0,0,31,None,None,0,0.0,157668,None,,0,0,0,0,35.6,54,45,None,,0,3,1.5,1.5,2,0.12,0.06,0.12,0.06,0.00,3.01,1.5,0.0,Harry,2.0,132,64,3,1.5,0,6.3,113,71,309,False,27.0,140,57,180,,None,45,371,218,0,0,None,0,,157668.jpg,2.0,134,65,0,0,0.0,Winks,14.1,25,10,False,None,2,1.0,a,11,13,0.0,385,151,4,229099,133086,154962,100982,0.4,0.9,Winks,0
0,0,4,None,None,0,0.0,209042,None,,0,0,0,0,0.6,291,165,None,,0,3,0.0,0.0,1,0.00,0.0,0.00,0.0,0.00,0.04,0.19,0.0,Oliver,0.5,306,155,0,0.0,0,0.2,323,165,501,False,1.8,304,152,19,,None,50,218,139,0,0,None,0,,209042.jpg,1.0,270,138,0,0,0.0,Skipp,0.0,529,217,False,None,0,0.0,a,11,13,0.0,537,234,1,559,171,1183,463,0.1,0.2,Skipp,0
1,3,48,None,None,0,0.0,531442,None,,0,0,0,0,37.3,50,42,None,,0,3,4.5,4.5,2,0.60,0.3,0.66,0.33,0.06,3.01,1.5,0.03,Abdul,5.0,46,23,3,1.5,0,11.8,46,32,570,False,58.4,26,14,180,,None,55,142,85,0,0,None,0,,531442.jpg,5.0,50,25,0,0,0.0,Fatawu,0.7,212,72,False,None,2,1.0,a,11,13,22.0,90,55,10,42634,8915,16619,11107,0.9,1.8,A.Fatawu,0
0,0,0,None,None,0,0,532534,None,,0,0,0,0,0.0,509,218,None,,0,3,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Will,0.0,516,218,0,0,0,0.0,517,217,606,False,0.0,509,210,0,,None,45,496,267,0,0,None,0,,532534.jpg,0.0,516,218,0,0,0,Alves,0.1,465,170,False,None,0,0,a,11,13,0.0,476,195,0,2569,1186,1732,969,0.0,0.0,Alves,0
0,0,0,None,None,0,0,501770,None,,0,0,0,0,0.0,373,134,None,,0,2,-0.5,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,390,131,0,0,0,0.0,393,135,616,False,0.0,385,135,0,,None,40,613,192,0,0,None,0,,501770.jpg,0.0,390,131,0,0,0,Nelson,0.0,528,182,False,None,0,0,a,11,13,0.0,316,108,0,1792,1099,513,424,0.0,0.0,Nelson,0
0,1,53,None,None,2,1.0,116535,None,,0,0,0,0,0.0,602,65,None,,0,1,7.0,7.0,6,0.00,0.0,0.00,0.0,0.00,0.81,0.4,0.0,Alisson,6.5,20,2,0,0.0,0,3.4,213,16,310,False,34.8,99,16,180,,None,55,105,1,0,0,None,0,,116535.jpg,6.5,21,2,0,4,2.0,Ramses Becker,10.8,40,7,False,None,2,1.0,a,12,14,0.0,592,65,13,86212,41744,99516,53338,1.2,2.4,A.Becker,0
0,2,60,None,None,2,1.22,169187,1,,0,0,0,0,89.7,6,1,1,,0,2,7.5,7.5,6,1.53,0.94,1.69,1.04,0.16,0.77,0.47,0.1,Trent,7.0,15,3,0,0.0,0,13.4,33,5,311,True,29.4,126,48,147,,None,70,25,1,0,0,None,0,,169187.jpg,7.0,16,3,0,0,0.0,Alexander-Arnold,30.4,9,4,False,None,2,1.22,a,12,14,15.0,119,22,14,246676,102952,213512,146442,1.0,2.0,Alexander-Arnold,0
0,0,0,None,None,0,0,535928,None,,0,0,0,0,0.0,511,220,None,,0,3,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Stefan,0.0,518,220,0,0,0,0.0,519,219,312,False,0.0,511,212,0,,None,45,498,269,0,0,None,0,,535928.jpg,0.0,518,220,0,0,0,Bajčetić Maquieira,0.2,380,131,False,None,0,0,a,12,14,0.0,478,197,0,2338,1152,4341,1934,0.0,0.0,Bajcetic,0
0,0,7,None,None,0,0.0,492777,None,,-1,1,-1,1,3.6,213,62,None,,0,2,1.5,1.5,1,0.03,0.09,0.27,0.79,0.24,0.04,0.12,0.7,Conor,1.0,235,74,0,0.0,0,5.5,132,34,313,False,10.0,228,88,31,,None,49,324,42,0,0,None,0,,492777.jpg,1.0,261,87,0,0,0.0,Bradley,0.5,248,90,False,None,0,0.0,a,12,14,42.0,39,5,2,4335,1502,16641,6656,0.2,0.4,Bradley,0
0,0,0,0,0,0,0,491970,None,,0,0,0,0,0.0,491,202,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Bobby,0.0,498,202,0,0,0,0.0,499,201,315,False,0.0,491,194,0,Transferred to RB Salzburg,2024-08-22T11:22:35.466323Z,45,471,247,0,0,None,0,,491970.jpg,0.0,498,202,0,0,0,Clark,0.0,539,225,False,None,0,0,u,12,14,0.0,456,178,0,444,0,2613,1126,0.0,0.0,Clark,0
0,0,2,None,None,0,0.0,447203,None,,-1,1,-2,2,3.8,211,22,None,,0,4,1.0,1.0,1,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Darwin,0.5,332,36,0,0.0,0,0.7,299,32,316,False,1.4,312,30,18,,None,73,23,10,0,0,3,0,,447203.jpg,1.0,317,35,0,0,0.0,Núñez Ribeiro,3.7,95,18,False,None,0,0.0,a,12,14,2.0,249,33,1,39961,13508,239652,83642,0.1,0.1,Darwin,0
1,0,43,None,None,2,1.21,194634,None,,0,0,1,-1,29.8,71,57,None,,0,3,7.5,7.5,6,0.10,0.06,1.64,0.99,1.54,0.77,0.47,0.93,Diogo,7.0,16,10,0,0.0,1,15.2,26,18,317,False,54.4,34,17,149,,None,76,13,9,0,0,None,0,,194634.jpg,7.0,17,11,0,0,0.0,Teixeira da Silva,19.8,16,7,False,None,2,1.21,a,12,14,67.0,13,10,14,494225,173475,173525,123182,0.9,1.8,Diogo J.,0
0,0,0,None,None,0,0,496208,None,,0,0,0,0,0.0,494,205,None,,0,3,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Ben,0.0,501,205,0,0,0,0.0,502,204,318,False,0.0,494,197,0,,None,45,474,250,0,0,None,0,,496208.jpg,0.0,501,205,0,0,0,Doak,0.1,505,199,False,None,0,0,a,12,14,0.0,459,181,0,940,484,1441,642,0.0,0.0,Doak,0
0,0,3,None,None,0,0.0,444884,6,,0,0,-1,1,2.0,249,144,None,,0,3,1.0,1.0,1,0.02,0.26,0.02,0.26,0.00,0.00,0.0,0.0,Harvey,0.5,320,164,0,0.0,0,0.4,315,158,319,False,0.0,598,267,7,,None,54,169,105,0,0,None,0,,444884.jpg,1.0,295,154,0,0,0.0,Elliott,0.8,200,68,False,None,0,0.0,a,12,14,2.0,245,139,1,7303,2897,44033,15903,0.1,0.2,Elliott,0
0,0,3,None,None,0,0.0,158983,None,,0,0,-1,1,0.0,531,236,None,,0,3,1.0,1.0,1,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,Endo,0.5,292,144,0,0.0,0,0.0,540,236,320,False,0.0,533,230,1,,None,49,301,196,0,0,None,0,,158983.jpg,1.0,250,123,0,0,0.0,Wataru,0.2,351,120,False,None,0,0.0,a,12,14,0.0,502,215,1,5857,4360,8208,3342,0.1,0.2,Endo,0
0,0,2,None,None,0,0.0,243298,None,,0,0,-1,1,2.9,229,24,None,,0,4,1.0,1.0,1,0.01,0.03,0.04,0.12,0.03,0.04,0.12,0.09,Cody,0.5,333,37,0,0.0,0,1.5,275,30,321,False,2.2,299,28,29,,None,74,21,8,0,0,None,0,,243298.jpg,0.5,334,37,0,0,0.0,Gakpo,2.8,113,20,False,None,0,0.0,a,12,14,10.0,138,29,1,27476,9657,162021,55454,0.1,0.1,Gakpo,1
0,0,0,None,None,0,0,171287,None,,-1,1,-1,1,0.0,534,194,None,,0,2,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,542,192,0,0,0,0.0,542,194,322,False,0.0,535,194,0,,None,49,305,35,0,0,None,0,,171287.jpg,0.0,542,192,0,0,0,Gomez,0.5,252,92,False,None,0,0,a,12,14,0.0,504,188,0,3804,1984,17244,5405,0.0,0.0,Gomez,0
0,0,22,None,None,2,1.0,441266,None,,0,0,0,0,17.6,108,75,None,,0,3,3.0,3.0,2,0.44,0.22,0.44,0.22,0.00,0.81,0.4,0.0,Ryan,2.5,116,49,0,0.0,0,3.5,207,102,323,False,17.4,193,80,180,,None,50,251,162,0,0,None,0,,441266.jpg,2.5,117,50,0,0,0.0,Gravenberch,0.3,313,104,False,None,2,1.0,a,12,14,0.0,553,245,5,16341,5586,7256,4269,0.5,1.0,Gravenberch,1
0,0,0,75,None,0,0,206915,None,,-1,1,-1,1,0.0,597,269,None,,0,3,0.4,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Curtis,0.0,596,268,0,0,0,0.0,600,269,324,False,0.0,595,264,0,Knock - 75% chance of playing,2024-08-27T11:00:05.666567Z,54,162,99,0,0,None,0,,206915.jpg,0.0,596,268,0,0,0,Jones,0.1,453,163,False,None,0,0,d,12,14,0.0,586,263,0,770,369,3806,1456,0.0,0.0,Jones,0
0,0,0,None,None,0,0,200720,None,,0,0,0,0,0.0,438,51,None,,0,1,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Caoimhin,0.0,448,61,0,0,0,0.0,449,61,325,False,0.0,441,61,0,,None,45,384,25,0,0,None,0,,200720.jpg,0.0,448,61,0,0,0,Kelleher,0.3,318,48,False,None,0,0,a,12,14,0.0,391,50,0,1041,464,5868,2024,0.0,0.0,Kelleher,0
0,1,43,None,None,1,0.67,204716,None,,0,0,0,0,3.2,220,65,None,,0,2,4.5,4.5,7,0.02,0.01,0.21,0.14,0.19,0.51,0.34,0.13,Ibrahima,4.0,73,24,0,0.0,0,6.5,109,22,326,False,40.2,67,15,135,,None,50,214,22,0,0,None,0,,204716.jpg,4.0,76,26,0,0,0.0,Konaté,2.3,130,48,False,None,1,0.67,a,12,14,21.0,92,15,8,79561,60148,50185,24353,0.8,1.6,Konaté,0
1,3,64,None,None,2,1.12,244731,None,,0,0,0,0,85.8,9,8,None,,1,3,9.0,9.0,14,0.55,0.31,1.88,1.05,1.33,0.81,0.45,0.74,Luis,8.5,9,6,0,0.0,1,23.9,4,3,327,False,78.2,11,6,161,,None,75,20,13,0,0,None,0,,244731.jpg,8.5,10,7,0,0,0.0,Díaz,9.0,50,17,False,None,2,1.12,a,12,14,75.0,10,7,17,177996,143226,155274,61550,1.1,2.3,Luis Díaz,0
1,5,72,None,None,2,1.05,118748,None,,1,-1,1,-1,30.6,66,55,4,,1,3,12.5,12.5,10,0.40,0.21,1.60,0.84,1.20,0.81,0.42,0.63,Mohamed,12.0,1,1,0,0.0,2,24.9,3,2,328,True,96.8,6,3,172,,None,126,2,1,0,0,2,0,,118748.jpg,12.0,2,2,0,0,0.0,Salah,37.5,5,2,False,None,2,1.05,a,12,14,122.0,1,1,24,465199,202897,175232,111042,1.0,1.9,M.Salah,0
0,0,20,None,None,2,1.0,243016,5,,0,0,0,0,35.4,57,48,None,,0,3,3.5,3.5,3,0.17,0.08,0.27,0.13,0.10,0.81,0.4,0.05,Alexis,3.0,109,44,0,0.0,0,6.5,110,69,329,False,14.8,209,90,180,,None,65,52,33,0,0,None,0,,243016.jpg,3.0,110,45,0,0,0.0,Mac Allister,2.3,129,43,False,None,2,1.0,a,12,14,15.0,117,71,6,23890,7578,62572,29039,0.5,0.9,Mac Allister,0
0,0,0,None,None,0,0,491501,None,,0,0,0,0,0.0,488,199,None,,0,3,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,495,199,0,0,0,0.0,496,198,330,False,0.0,488,191,0,,None,45,468,244,0,0,None,0,,491501.jpg,0.0,495,199,0,0,0,McConnell,0.0,547,232,False,None,0,0,a,12,14,0.0,453,175,0,522,281,901,384,0.0,0.0,McConnell,0
0,0,0,None,None,0,0,440148,None,,0,0,0,0,0.0,462,184,None,,0,3,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Tyler,0.0,471,184,0,0,0,0.0,472,183,331,False,0.0,464,176,0,,None,45,430,228,0,0,None,0,,440148.jpg,0.0,471,184,0,0,0,Morton,0.1,516,207,False,None,0,0,a,12,14,0.0,422,160,0,697,345,1091,492,0.0,0.0,Morton,0
0,0,0,None,None,0,0,197464,None,,0,0,0,0,0.0,340,117,None,,0,2,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathaniel,0.0,356,113,0,0,0,0.0,360,118,332,False,0.0,352,118,0,,None,40,575,170,0,0,None,0,,197464.jpg,0.0,356,113,0,0,0,Phillips,0.2,355,128,False,None,0,0,a,12,14,0.0,281,89,0,3268,2114,3613,1547,0.0,0.0,N.Phillips,0
0,0,7,100,75,0,0.0,441428,None,,0,0,-1,1,0.5,296,96,None,,0,2,1.0,0.8,0,0.00,0.0,0.00,0.0,0.00,0.31,0.62,0.0,Jarell,0.5,275,87,0,0.0,0,1.6,271,92,333,False,15.8,198,80,45,,2024-08-23T09:30:06.099816Z,44,540,149,0,0,None,0,,441428.jpg,1.0,226,71,0,0,0.0,Quansah,3.6,97,34,False,None,1,2.0,a,12,14,0.0,349,136,1,18350,4428,249535,69660,0.1,0.2,Quansah,0
0,0,0,0,0,0,0,219937,None,,0,0,0,0,0.0,346,120,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Rhys,0.0,361,115,0,0,0,0.0,366,121,334,False,0.0,358,121,0,Loaned to Morecambe,2024-08-22T11:18:16.485954Z,40,581,173,0,0,None,0,,219937.jpg,0.0,361,115,0,0,0,Williams,0.1,414,153,False,None,0,0,u,12,14,0.0,287,92,0,828,0,6160,2779,0.0,0.0,R.Williams,0
0,0,53,None,None,2,1.07,122798,2,,0,0,0,0,64.2,21,3,None,,0,2,6.5,6.5,6,0.32,0.17,0.62,0.33,0.30,0.77,0.41,0.16,Andrew,6.0,29,7,0,0.0,0,15.4,24,3,335,False,34.0,103,35,168,,None,60,76,4,0,0,None,0,,122798.jpg,6.0,33,9,0,0,0.0,Robertson,5.1,77,26,False,None,2,1.07,a,12,14,56.0,25,3,12,96108,50760,65066,37194,1.0,2.0,Robertson,0
1,1,37,None,None,2,1.0,424876,4,,0,0,0,0,72.6,14,12,2,,0,3,5.0,5.0,2,0.65,0.32,0.86,0.42,0.21,0.81,0.4,0.1,Dominik,4.5,63,32,0,0.0,0,12.7,40,28,336,False,26.0,145,60,180,,None,65,57,38,0,0,None,0,,424876.jpg,4.5,66,33,0,0,0.0,Szoboszlai,2.5,122,41,False,None,2,1.0,a,12,14,28.0,73,47,9,78027,16305,58099,37397,0.7,1.4,Szoboszlai,1
0,0,3,None,None,0,0.0,214285,3,,0,0,-1,1,1.2,268,86,None,,0,2,1.0,1.0,0,0.01,0.08,0.01,0.08,0.00,0.04,0.33,0.0,Konstantinos,0.5,295,98,0,0.0,0,0.3,318,104,337,False,1.4,310,104,11,,None,49,311,37,0,0,None,0,,214285.jpg,1.0,255,85,0,0,0.0,Tsimikas,0.3,308,115,False,None,0,0.0,a,12,14,0.0,508,190,1,2453,1147,17010,5440,0.1,0.2,Tsimikas,0
0,1,55,None,None,2,1.0,97032,None,,0,0,0,0,2.6,236,73,3,,0,2,7.0,7.0,7,0.02,0.01,0.04,0.02,0.02,0.81,0.4,0.01,Virgil,6.5,23,5,0,0.0,0,5.2,143,40,339,False,28.8,131,50,180,,None,60,75,3,0,0,None,0,,97032.jpg,6.5,24,5,0,0,0.0,van Dijk,13.2,27,8,False,None,2,1.0,a,12,14,21.0,94,16,13,116117,55113,101493,54979,1.1,2.2,Virgil,0
0,0,41,None,None,1,0.5,211975,None,,0,0,0,0,30.4,67,8,None,,0,2,5.0,5.5,2,0.17,0.08,0.17,0.08,0.00,1.30,0.65,0.0,Manuel,4.0,77,27,1,0.5,0,7.2,95,12,340,False,39.6,71,17,180,,None,55,121,11,0,0,None,0,,211975.jpg,4.0,80,29,0,0,0.0,Akanji,5.8,68,24,False,None,2,1.0,a,13,43,2.0,247,75,8,152751,52697,63857,41175,0.7,1.5,Akanji,0
0,0,0,None,None,0,0,126184,None,,-1,1,-1,1,0.0,593,204,None,,0,2,1.0,1.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathan,0.0,592,202,0,0,0,0.0,596,204,341,False,0.0,591,205,0,,None,54,156,17,0,0,None,0,,126184.jpg,0.0,592,202,0,0,0,Aké,2.1,137,50,False,None,0,0,a,13,43,0.0,581,201,0,11799,3782,78604,39547,0.0,0.0,Aké,0
