,gw,name,position,team,value,total_points,xP,goals_scored,assists,goals_conceded,expected_goals,expected_assists,expected_goal_involvements,influence,creativity,threat,starts,clean_sheets,saves,minutes,was_home,opponent_team,tr_total_points,tr_xP,tr_goals_scored,tr_assists,tr_goals_conceded,tr_expected_goals,tr_expected_assists,tr_expected_goal_involvements,tr_influence,tr_creativity,tr_threat,tr_starts,tr_clean_sheets,tr_saves,tr_minutes
75,2024-25-1,Bruno Borges Fernandes,MID,Man Utd,85,3,2.5,0,0,0,1.19,0.03,1.22,15.0,8.3,49.0,1,1,0,90,True,9,0.06422607578676943,0.06621708413615929,0.00449582530507386,0.0038535645472061657,0.017341040462427744,0.0033526011560693647,0.003114964675658317,0.006467565831727681,0.421451509312781,0.5780989081567116,0.2774566473988439,0.011560693641618497,0.0012845215157353885,0.0,77.85
22,2024-25-1,Alex Scott,MID,Bournemouth,50,2,1.0,0,0,1,0.0,0.01,0.01,22.8,12.8,0.0,1,0,0,62,False,16,0.04267425320056899,0.04864864864864865,0.001422475106685633,0.0,0.02702702702702703,0.0010668563300142249,0.000981507823613087,0.0020483641536273114,0.20654338549075393,0.34921763869132294,0.14793741109530584,0.00995732574679943,0.002844950213371266,0.0,33.476190476190474
450,2024-25-1,Nayef Aguerd,DEF,West Ham,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,2,0.006802721088435374,0.0036281179138321997,0.0,0.0,0.034013605442176874,0.0004761904761904762,0.00015873015873015876,0.000634920634920635,0.2435374149659864,0.03741496598639456,0.05442176870748299,0.011337868480725623,0.0,0.0,22.05
504,2024-25-1,Robin Olsen,GK,Aston Villa,45,0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,19,0.03950617283950617,0.04567901234567901,0.0,0.0,0.04197530864197531,0.0,0.0,0.0,0.5348148148148147,0.0,0.0,0.009876543209876543,0.0,0.05925925925925926,20.25
51,2024-25-1,Axel Disasi,DEF,Chelsea,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,13,0.01863932898415657,0.02031686859273066,0.0009319664492078285,0.0,0.0260950605778192,0.0014631873252562908,0.000130475302889096,0.0015936626281453869,0.23224603914259087,0.034482758620689655,0.08387698042870456,0.011183597390493943,0.0009319664492078285,0.0,53.65
87,2024-25-1,Cameron Humphreys,MID,Ipswich,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,12,,,,,,,,,,,,,,,0.0
176,2024-25-1,Ethan Pinnock,DEF,Brentford,45,0,0.0,0,0,1,0.01,0.0,0.01,18.8,0.1,17.0,1,0,0,90,True,7,0.028254288597376387,0.02653884964682139,0.0010090817356205853,0.0,0.022199798183652877,0.0005045408678102926,0.00012108980827447023,0.000625630676084763,0.22159434914228052,0.006559031281533803,0.045408678102926335,0.011099899091826439,0.0020181634712411706,0.0,47.19047619047619
553,2024-25-1,Tariq Lamptey,DEF,Brighton,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,8,0.030831099195710455,0.021045576407506702,0.0,0.0013404825737265416,0.020107238605898123,0.00042895442359249333,0.001126005361930295,0.0015549597855227882,0.1351206434316354,0.1935656836461126,0.07104557640750671,0.010723860589812333,0.0013404825737265416,0.0,37.3
340,2024-25-1,Konstantinos Tsimikas,DEF,Liverpool,50,1,1.0,0,0,0,0.0,0.01,0.01,1.4,1.2,0.0,0,0,0,11,False,10,0.23076923076923078,0.9615384615384616,0.0,0.0,0.0,0.0038461538461538464,0.006153846153846154,0.01,0.3076923076923077,1.4692307692307693,0.6923076923076923,0.0,0.0,0.0,0.65
84,2024-25-1,Calvin Bassey,DEF,Fulham,45,1,2.0,0,0,1,0.1,0.03,0.13,9.2,0.8,8.0,1,0,0,90,False,14,0.03372434017595308,0.030718475073313777,0.0007331378299120235,0.0,0.01686217008797654,0.0002346041055718475,5.131964809384165e-05,0.00028592375366568915,0.19824046920821112,0.010263929618768328,0.027126099706744868,0.010997067448680353,0.002932551319648094,0.0,68.2
433,2024-25-1,MoisÃ©s Caicedo Corozo,MID,Chelsea,50,1,1.5,0,0,2,0.03,0.06,0.09,11.6,28.3,2.0,1,0,0,90,True,13,0.03927492447129909,0.033413897280966776,0.0012084592145015106,0.0018126888217522659,0.018731117824773415,0.00012688821752265863,0.0008459214501510575,0.0009728096676737161,0.2876132930513595,0.1548640483383686,0.03262839879154079,0.012084592145015106,0.002416918429003021,0.0,82.75
324,2024-25-1,Kamaldeen Sulemana,MID,Southampton,50,0,-0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,15,,,,,,,,,,,,,,,0.0
393,2024-25-1,Marc GuÃ©hi,DEF,Crystal Palace,45,0,0.5,0,0,2,0.0,0.02,0.02,21.0,2.6,0.0,1,0,0,90,False,4,0.04421052631578947,0.019789473684210527,0.0,0.002105263157894737,0.014736842105263158,0.0,0.00021052631578947367,0.00021052631578947367,0.18694736842105267,0.14463157894736842,0.0,0.01263157894736842,0.004210526315789474,0.0,23.75
215,2024-25-1,Harvey Barnes,MID,Newcastle,65,1,3.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20,True,17,0.08035714285714286,0.07470238095238095,0.00744047619047619,0.002976190476190476,0.013392857142857142,0.005208333333333333,0.001979166666666667,0.0071875,0.38125,0.23095238095238094,0.47619047619047616,0.008928571428571428,0.001488095238095238,0.0,33.6
33,2024-25-1,Andreas Hoelgebaum Pereira,MID,Fulham,55,1,2.0,0,0,1,0.0,0.16,0.16,11.0,83.0,2.0,1,0,0,90,False,14,0.048091603053435114,0.05,0.0015267175572519084,0.0022900763358778627,0.013740458015267175,0.002587786259541985,0.002755725190839695,0.0053435114503816794,0.19999999999999996,0.544351145038168,0.21755725190839695,0.012977099236641221,0.0061068702290076335,0.0,65.5
352,2024-25-1,Leon Bailey,MID,Aston Villa,65,1,0.5,0,0,1,0.21,0.21,0.42,0.0,30.5,13.0,1,0,0,73,False,19,0.0633693972179289,0.06282843894899537,0.0038639876352395673,0.00463678516228748,0.01622874806800618,0.0027125193199381763,0.0032225656877897992,0.005935085007727975,0.2777434312210201,0.36166924265842354,0.2704791344667697,0.011591962905718702,0.0015455950540958269,0.0,64.7
438,2024-25-1,Mykhailo Mudryk,MID,Chelsea,65,0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,13,0.05235602094240838,0.06138743455497383,0.002617801047120419,0.002617801047120419,0.02225130890052356,0.003638743455497382,0.001989528795811518,0.0056282722513089,0.20654450261780102,0.3179319371727749,0.31282722513089006,0.011780104712041885,0.003926701570680628,0.0,38.2
103,2024-25-1,Christian Walton,GK,Ipswich,45,2,-0.5,0,0,2,0.0,0.0,0.0,28.2,0.0,0.0,1,0,3,90,True,12,,,,,,,,,,,,,,,0.0
502,2024-25-1,Rico Lewis,DEF,Man City,45,6,5.5,0,0,0,0.0,0.01,0.01,15.0,3.3,8.0,1,1,0,90,False,6,0.04956896551724138,0.11034482758620688,0.0021551724137931034,0.0,0.010775862068965518,0.0006896551724137932,0.0018318965517241381,0.0025215517241379314,0.1875,0.26918103448275865,0.15517241379310345,0.008620689655172414,0.0021551724137931034,0.0,22.095238095238095
249,2024-25-1,Jamaal Lascelles,DEF,Newcastle,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,17,0.07317073170731707,0.07560975609756099,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.17073170731707318,0.012195121951219513,0.04878048780487805,0.024390243902439025,0.0,0.0,2.05
194,2024-25-1,Gabriel Martinelli Silva,MID,Arsenal,70,3,4.0,0,0,0,0.08,0.19,0.27,13.6,36.7,25.0,1,1,0,90,True,20,0.0771850170261067,0.09194097616345062,0.004540295119182747,0.00340522133938706,0.01021566401816118,0.004948921679909193,0.0031668558456299655,0.008104426787741204,0.33030646992054485,0.4017026106696936,0.47105561861521,0.01021566401816118,0.0056753688989784334,0.0,44.05
137,2024-25-1,David Ozoh,MID,Crystal Palace,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,4,0.08771929824561403,0.05789473684210526,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.18596491228070178,0.03157894736842105,0.0,0.0,0.0,0.0,2.85
437,2024-25-1,Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,45,2,5.0,0,0,1,0.0,0.0,0.0,19.8,1.0,0.0,1,0,0,90,True,3,0.018411967779056387,0.016455696202531643,0.0,0.0005753739930955121,0.0189873417721519,0.0005983889528193326,0.0002186421173762946,0.0008170310701956273,0.23245109321058685,0.032336018411967773,0.05523590333716916,0.011507479861910242,0.0005753739930955121,0.0,86.9
597,2024-25-1,Will Dennis,GK,Bournemouth,40,0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,16,,,,,,,,,,,,,,,0.0
157,2024-25-1,Edson Ãlvarez VelÃ¡zquez,MID,West Ham,50,0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,2,0.02702702702702703,0.02336530078465562,0.0008718395815170009,0.0,0.023539668700959023,0.0008195292066259808,0.0005492589363557106,0.0013687881429816915,0.2671316477768091,0.12101133391455973,0.045335658238884045,0.011333914559721011,0.0008718395815170009,0.0,57.35
30,2024-25-1,Amadou Onana,MID,Aston Villa,50,10,4.5,1,0,1,0.55,0.01,0.56,48.2,4.3,33.0,1,0,0,90,False,19,0.032563025210084036,0.025840336134453783,0.0010504201680672268,0.0,0.022058823529411766,0.0007668067226890758,0.0004411764705882353,0.001207983193277311,0.21827731092436972,0.14012605042016807,0.08508403361344538,0.01050420168067227,0.0021008403361344537,0.0,47.6
246,2024-25-1,Jakub Kiwior,DEF,Arsenal,50,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,20,0.07913669064748201,0.09899280575539568,0.0014388489208633094,0.004316546762589928,0.004316546762589928,0.0005323741007194244,0.000762589928057554,0.0012949640287769786,0.2667625899280575,0.1376978417266187,0.10359712230215827,0.011510791366906475,0.007194244604316547,0.0,34.75
442,2024-25-1,Nathaniel Clyne,DEF,Crystal Palace,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,4,0.04919908466819222,0.040503432494279165,0.0,0.0011441647597254005,0.009153318077803204,0.0002059496567505721,0.00017162471395881006,0.0003775743707093822,0.13707093821510297,0.0602974828375286,0.010297482837528604,0.011441647597254004,0.005720823798627002,0.0,43.7
445,2024-25-1,Nathan Broadhead,MID,Ipswich,50,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,12,,,,,,,,,,,,,,,0.0
356,2024-25-1,Lewis Cook,MID,Bournemouth,50,1,1.0,0,0,1,0.0,0.21,0.21,10.8,16.0,0.0,1,0,0,83,False,16,0.027156549520766772,0.031043663471778483,0.0,0.0010649627263045794,0.01863684771033014,0.00019701810436634716,0.0010756123535676251,0.0012726304579339723,0.1820021299254526,0.26033013844515446,0.026624068157614485,0.011182108626198083,0.002129925452609159,0.0,89.42857142857143
524,2024-25-1,Samuel Amo-Ameyaw,MID,Southampton,45,1,0.0,0,0,0,0.02,0.13,0.15,4.0,15.0,6.0,0,0,0,9,False,15,,,,,,,,,,,,,,,0.0
413,2024-25-1,Matty Cash,DEF,Aston Villa,45,2,0.5,0,0,1,0.0,0.01,0.01,9.0,12.4,2.0,1,0,0,81,False,19,0.01598173515981735,0.017123287671232876,0.0,0.001141552511415525,0.02054794520547945,0.0007876712328767123,0.0009703196347031963,0.0017579908675799084,0.1970319634703196,0.11004566210045662,0.10730593607305935,0.0091324200913242,0.0,0.0,43.8
353,2024-25-1,Leon Chiwome,FWD,Wolves,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,1,0.028901734104046242,0.03468208092485549,0.0,0.0,0.023121387283236993,0.0005780346820809249,0.00011560693641618497,0.0006936416184971098,0.045086705202312144,0.006936416184971098,0.07514450867052024,0.011560693641618497,0.0,0.0,14.416666666666666
462,2024-25-1,Noussair Mazraoui,DEF,Man Utd,45,8,6.0,0,0,0,0.0,0.01,0.01,14.0,2.4,0.0,1,1,0,80,True,9,,,,,,,,,,,,,,,0.0
416,2024-25-1,Matt Turner,GK,Nott'm Forest,40,0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,3,0.014814814814814815,0.017037037037037035,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.20888888888888887,0.0,0.0,0.011111111111111112,0.0,0.02962962962962963,13.5
370,2024-25-1,Luis Guilherme Lira dos Santos,MID,West Ham,50,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,2,,,,,,,,,,,,,,,0.0
95,2024-25-1,Carl Rushworth,GK,Brighton,40,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,8,,,,,,,,,,,,,,,0.0
222,2024-25-1,Ibrahima KonatÃ©,DEF,Liverpool,50,1,4.5,0,0,0,0.0,0.0,0.0,14.2,0.3,0.0,0,0,0,45,False,10,0.026957637997432605,0.044287548138639284,0.0,0.0,0.014120667522464698,0.000423620025673941,0.0003979460847240052,0.0008215661103979461,0.20641848523748396,0.09358151476251605,0.03465982028241335,0.011553273427471117,0.0025673940949935813,0.0,38.95
77,2024-25-1,Bryan Gil Salvatierra,MID,Spurs,50,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,11,0.11764705882352941,0.3558823529411764,0.0,0.0,0.058823529411764705,0.015882352941176472,0.0011764705882352942,0.017058823529411765,0.2705882352941177,0.5470588235294118,0.23529411764705882,0.0,0.0,0.0,1.7
216,2024-25-1,Harvey Elliott,MID,Liverpool,55,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,10,0.07312252964426877,0.08853754940711463,0.001976284584980237,0.007905138339920948,0.010869565217391304,0.0024011857707509883,0.003507905138339921,0.005909090909090909,0.3341897233201581,0.5095849802371542,0.31126482213438733,0.009881422924901186,0.003952569169960474,0.0,50.6
523,2024-25-1,RÃºben Gato Alves Dias,DEF,Man City,55,6,5.0,0,0,0,0.0,0.0,0.0,14.2,0.5,0.0,1,1,0,90,False,6,0.04008746355685131,0.05685131195335278,0.0,0.0,0.008017492711370262,0.0006341107871720116,0.0011151603498542276,0.0017492711370262386,0.22244897959183674,0.08039358600583091,0.09475218658892129,0.010932944606413994,0.004373177842565598,0.0,65.33333333333333
47,2024-25-1,Armando Broja,FWD,Chelsea,55,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,13,0.07246376811594203,0.07391304347826087,0.0,0.004830917874396135,0.01932367149758454,0.001497584541062802,0.00048309178743961346,0.0019806763285024156,0.178743961352657,0.20628019323671498,0.2318840579710145,0.00966183574879227,0.00966183574879227,0.0,10.35
544,2024-25-1,Stefan Ortega Moreno,GK,Man City,55,0,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,6,0.03481012658227848,0.07088607594936709,0.0,0.0,0.011075949367088608,0.0,0.0,0.0,0.260126582278481,0.0,0.0,0.007911392405063292,0.0015822784810126582,0.030063291139240507,30.095238095238095
572,2024-25-1,Trent Alexander-Arnold,DEF,Liverpool,70,8,7.5,0,0,0,0.06,1.0,1.06,9.0,43.7,3.0,1,1,0,76,False,10,0.03803680981595092,0.03950920245398772,0.001226993865030675,0.001226993865030675,0.018404907975460124,0.00203680981595092,0.0025889570552147245,0.004625766871165645,0.2532515337423313,0.42895705521472394,0.14846625766871166,0.012269938650306749,0.00245398773006135,0.0,40.75
175,2024-25-1,Ethan Nwaneri,MID,Arsenal,45,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,20,0.07692307692307693,1.3153846153846156,0.0,0.0,0.0,0.0,0.0038461538461538464,0.0038461538461538464,0.15384615384615385,0.9461538461538462,0.3076923076923077,0.0,0.0,0.0,0.65
96,2024-25-1,Carney Chukwuemeka,MID,Chelsea,50,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,13,0.10309278350515463,0.08247422680412371,0.0,0.010309278350515464,0.030927835051546393,0.0004123711340206186,0.0010309278350515464,0.0014432989690721652,0.4494845360824742,0.4484536082474227,0.13402061855670103,0.0,0.0,0.0,4.85
123,2024-25-1,Dango Ouattara,MID,Bournemouth,50,2,1.0,0,0,1,0.22,0.01,0.23,8.2,3.0,11.0,1,0,0,68,False,16,0.050059594755661505,0.06209773539928486,0.0011918951132300357,0.0023837902264600714,0.02026221692491061,0.002073897497020262,0.0008820023837902265,0.0029558998808104885,0.267938021454112,0.2165673420738975,0.29201430274135876,0.009535160905840286,0.003575685339690107,0.0,39.95238095238095
428,2024-25-1,Milos Kerkez,DEF,Bournemouth,45,1,1.0,0,0,1,0.0,0.01,0.01,12.0,12.7,2.0,1,0,0,90,False,16,0.03125,0.03616071428571428,0.0,0.0011160714285714285,0.014508928571428572,0.0012723214285714286,0.000892857142857143,0.002165178571428572,0.14799107142857143,0.15758928571428574,0.13616071428571427,0.011160714285714286,0.0033482142857142855,0.0,42.666666666666664
42,2024-25-1,Antoine Semenyo,MID,Bournemouth,55,8,6.0,1,0,1,0.44,0.04,0.48,39.0,6.7,53.0,1,0,0,90,False,16,0.04509090909090909,0.05643636363636363,0.0036363636363636364,0.0007272727272727272,0.016,0.002189090909090909,0.00128,0.003461818181818182,0.24159999999999998,0.20974545454545457,0.35345454545454547,0.01090909090909091,0.002909090909090909,0.0,65.47619047619048
