,gw,name,position,team,value,total_points,xP,goals_scored,assists,goals_conceded,expected_goals,expected_assists,expected_goal_involvements,influence,creativity,threat,starts,clean_sheets,saves,minutes,was_home,opponent_team,tr_total_points,tr_xP,tr_goals_scored,tr_assists,tr_goals_conceded,tr_expected_goals,tr_expected_assists,tr_expected_goal_involvements,tr_influence,tr_creativity,tr_threat,tr_starts,tr_clean_sheets,tr_saves,tr_minutes
116,2024-25-1,Corrie Ndaba,DEF,Ipswich,40,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,12,,,,,,,,,,,,,,,0.0
285,2024-25-1,Joe Gomez,DEF,Liverpool,50,0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,10,0.04046858359957402,0.06762513312034078,0.0,0.002129925452609159,0.014909478168264111,0.0003514376996805112,0.0008306709265175719,0.0011821086261980833,0.16741214057507986,0.20021299254526093,0.042598509052183174,0.010649627263045794,0.003194888178913738,0.0,46.95
599,2024-25-1,Will Lankshear,FWD,Spurs,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,11,,,,,,,,,,,,,,,0.0
16,2024-25-1,Alexis Mac Allister,MID,Liverpool,65,3,3.5,0,0,0,0.1,0.06,0.16,2.6,9.3,7.0,1,1,0,90,False,10,0.054958938723941884,0.06557169930511686,0.003158559696778269,0.002526847757422615,0.013897662665824383,0.002539481996209728,0.0024573594440934934,0.004996841440303222,0.3574226152874289,0.3782059380922299,0.13644977890082122,0.011370814908401769,0.002526847757422615,0.0,79.15
132,2024-25-1,Danny Welbeck,FWD,Brighton,55,12,10.5,1,1,0,0.2,0.04,0.24,61.4,24.8,25.0,1,1,0,90,False,8,0.04173354735152488,0.04317817014446228,0.002407704654895666,0.002407704654895666,0.01765650080256822,0.002736757624398074,0.0008507223113964688,0.003587479935794543,0.18234349919743179,0.1962279293739968,0.27447833065810595,0.011235955056179775,0.0040128410914927765,0.0,62.3
119,2024-25-1,Crysencio Summerville,MID,West Ham,60,1,0.5,0,0,1,0.0,0.17,0.17,8.2,29.4,6.0,0,0,0,17,True,2,,,,,,,,,,,,,,,0.0
498,2024-25-1,Ricardo Barbosa Pereira,DEF,Leicester,45,0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,18,,,,,,,,,,,,,,,0.0
153,2024-25-1,Dwight McNeil,MID,Everton,55,2,2.0,0,0,3,0.0,0.16,0.16,9.2,19.7,0.0,1,0,0,90,True,5,0.04026050917702783,0.041622261693309646,0.0005920663114268798,0.002960331557134399,0.015985790408525755,0.0009473060982830076,0.0027057430432208406,0.0036530491415038484,0.17643576080521015,0.4174067495559503,0.10183540556542332,0.011249259917110717,0.003552397868561279,0.0,84.45
67,2024-25-1,Bobby Clark,MID,Liverpool,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,10,0.05813953488372093,0.20116279069767443,0.0,0.0,0.0,0.0016279069767441861,0.00011627906976744187,0.0017441860465116279,0.13488372093023257,0.06162790697674418,0.22093023255813954,0.011627906976744186,0.0,0.0,4.3
115,2024-25-1,Conor Townsend,DEF,Ipswich,40,0,-1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,12,,,,,,,,,,,,,,,0.0
422,2024-25-1,Michael Keane,DEF,Everton,40,1,0.5,0,0,3,0.01,0.01,0.02,12.2,0.4,4.0,1,0,0,90,True,5,0.010416666666666666,0.005208333333333333,0.0,0.0,0.052083333333333336,0.0005208333333333333,0.0,0.0005208333333333333,0.10833333333333332,0.008333333333333333,0.09375,0.010416666666666666,0.0,0.0,4.8
571,2024-25-1,Toti AntÃ³nio Gomes,DEF,Wolves,45,0,1.0,0,0,2,0.0,0.01,0.01,8.4,1.3,6.0,1,0,0,90,False,1,0.02696225284601558,0.026602756141402038,0.0005991611743559018,0.0011983223487118035,0.019772318753744758,0.0005452366686638706,0.00028160575194727385,0.0008268424206111445,0.18082684242061112,0.04355901737567405,0.056920311563810666,0.011384062312762133,0.0017974835230677051,0.0,83.45
549,2024-25-1,SÃ¡vio 'Savinho' Moreira de Oliveira,MID,Man City,65,1,4.9,0,0,0,0.0,0.16,0.16,11.6,36.4,4.0,1,0,0,45,False,6,,,,,,,,,,,,,,,0.0
486,2024-25-1,Phil Foden,MID,Man City,95,1,2.0,0,0,0,0.0,0.01,0.01,9.0,3.7,0.0,0,0,0,45,False,6,0.10550458715596331,0.12123197903014417,0.010484927916120577,0.002621231979030144,0.00655307994757536,0.004200524246395806,0.00309305373525557,0.0072935779816513755,0.5501965923984272,0.47536041939711665,0.509829619921363,0.011795543905635648,0.005897771952817824,0.0,72.66666666666667
120,2024-25-1,Curtis Jones,MID,Liverpool,55,0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,10,0.03806734992679356,0.053440702781844804,0.0014641288433382138,0.0,0.01903367496339678,0.003572474377745242,0.0009663250366032213,0.004538799414348462,0.16222547584187408,0.23997071742313325,0.2240117130307467,0.01171303074670571,0.0014641288433382138,0.0,34.15
610,2024-25-1,Yunus Emre Konak,MID,Brentford,45,0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,7,,,,,,,,,,,,,,,0.0
357,2024-25-1,Lewis Dobbin,MID,Aston Villa,50,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,19,0.0847457627118644,0.033898305084745756,0.0,0.0,0.01694915254237288,0.0016949152542372883,0.001864406779661017,0.0035593220338983053,0.2169491525423729,0.6271186440677966,0.2711864406779661,0.0,0.0,0.0,2.95
605,2024-25-1,Yehor Yarmoliuk,MID,Brentford,45,0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,7,,,,,,,,,,,,,,,0.0
280,2024-25-1,Joachim Andersen,DEF,Crystal Palace,45,0,0.5,0,0,2,0.04,0.02,0.06,18.4,2.9,7.0,1,0,0,90,False,4,0.032924107142857144,0.029017857142857144,0.0,0.0011160714285714285,0.016741071428571428,0.0003292410714285715,0.000697544642857143,0.0010267857142857142,0.21406250000000002,0.0642857142857143,0.03236607142857143,0.011160714285714286,0.0033482142857142855,0.0,89.6
202,2024-25-1,Guglielmo Vicario,GK,Spurs,50,2,4.0,0,0,1,0.0,0.0,0.0,26.0,0.0,0.0,1,0,2,90,False,11,0.028333333333333332,0.03172222222222222,0.0,0.0,0.018333333333333333,0.0,0.0,0.0,0.252,0.0,0.0,0.011111111111111112,0.0016666666666666668,0.02722222222222222,90.0
110,2024-25-1,Cole Palmer,MID,Chelsea,105,2,9.5,0,0,2,0.07,0.19,0.26,20.4,37.8,10.0,1,0,0,90,True,13,0.10699088145896657,0.12036474164133738,0.009726443768996961,0.0060790273556231,0.01641337386018237,0.007306990881458966,0.0030942249240121567,0.010401215805471124,0.5434650455927051,0.42978723404255315,0.425531914893617,0.011550151975683891,0.00303951367781155,0.0,82.25
337,2024-25-1,Kim Ji-soo,DEF,Brentford,40,0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,7,,,,,,,,,,,,,,,0.0
318,2024-25-1,JÃ©rÃ©my Doku,MID,Man City,65,3,4.0,0,0,0,0.13,0.09,0.22,12.8,23.3,29.0,1,1,0,90,False,6,0.054989816700611,0.0719959266802444,0.0010183299389002036,0.006109979633401222,0.009164969450101833,0.0018126272912423625,0.0035234215885947048,0.005336048879837068,0.3,0.42423625254582487,0.6313645621181263,0.010183299389002037,0.0010183299389002036,0.0,46.76190476190476
268,2024-25-1,Jason Steele,GK,Brighton,45,7,4.5,0,0,0,0.0,0.0,0.0,18.6,0.0,0.0,1,1,1,90,False,8,0.03333333333333333,0.029861111111111113,0.0,0.0,0.02361111111111111,0.0,0.0,0.0,0.24944444444444444,0.0,0.0,0.011111111111111112,0.002777777777777778,0.029166666666666667,36.0
192,2024-25-1,Gabriel dos Santos MagalhÃ£es,DEF,Arsenal,60,6,7.0,0,0,0,0.12,0.02,0.14,13.8,1.4,8.0,1,1,0,90,True,20,0.05388180764774044,0.06969872537659327,0.0011587485515643105,0.0005793742757821553,0.006952491309385863,0.0019756662804171496,0.00020278099652375436,0.002178447276940904,0.2297798377752028,0.030996523754345306,0.15701042873696408,0.011587485515643106,0.006373117033603708,0.0,86.3
57,2024-25-1,Ben Brereton DÃ­az,MID,Southampton,55,1,1.0,0,0,1,0.3,0.02,0.32,2.6,14.0,16.0,1,0,0,70,False,15,,,,,,,,,,,,,,,0.0
44,2024-25-1,Antony Matheus dos Santos,MID,Man Utd,60,0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,9,0.047311827956989246,0.06043010752688172,0.002150537634408602,0.002150537634408602,0.034408602150537634,0.004193548387096775,0.0011827956989247312,0.005376344086021504,0.2864516129032258,0.22021505376344086,0.4150537634408602,0.010752688172043012,0.0,0.0,23.25
3,2024-25-1,Aaron Wan-Bissaka,DEF,West Ham,45,0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,2,0.02145922746781116,0.014334763948497854,0.0,0.0008583690987124463,0.019742489270386267,6.86695278969957e-05,0.00043776824034334765,0.0005064377682403433,0.20669527896995707,0.11098712446351933,0.036051502145922745,0.011158798283261802,0.0017167381974248926,0.0,58.25
493,2024-25-1,Reece James,DEF,Chelsea,50,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,13,0.06666666666666667,0.013333333333333334,0.0,0.03333333333333333,0.03333333333333333,0.0,0.011666666666666665,0.011666666666666665,0.74,0.5066666666666667,0.06666666666666667,0.0,0.0,0.0,1.5
449,2024-25-1,Nathan Wood-Gordon,DEF,Southampton,40,0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,15,,,,,,,,,,,,,,,0.0
348,2024-25-1,Leander Dendoncker,MID,Aston Villa,45,0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,19,1.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
345,2024-25-1,Kyle Walker-Peters,DEF,Southampton,45,2,1.5,0,0,1,0.06,0.08,0.14,2.0,10.9,8.0,1,0,0,80,False,15,,,,,,,,,,,,,,,0.0
431,2024-25-1,Mohamed Salah,MID,Liverpool,125,14,12.5,1,1,0,0.7,0.15,0.85,58.0,24.4,70.0,1,1,0,90,False,10,0.07929969104016478,0.0796086508753862,0.006179196704428424,0.006179196704428424,0.015447991761071062,0.011410916580844492,0.0030587023686920703,0.01446961894953656,0.38908341915550976,0.337178166838311,0.8496395468589083,0.010298661174047374,0.0020597322348094747,0.0,48.55
425,2024-25-1,Miguel AlmirÃ³n Rejala,MID,Newcastle,60,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,17,0.029141104294478526,0.03067484662576687,0.0,0.0,0.0352760736196319,0.0011042944785276073,0.0022239263803680983,0.003328220858895705,0.09570552147239264,0.20444785276073618,0.20398773006134968,0.009202453987730062,0.0,0.0,32.6
488,2024-25-1,Radu DrÄguÈin,DEF,Spurs,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,11,,,,,,,,,,,,,,,0.0
32,2024-25-1,Amario Cozier-Duberry,MID,Brighton,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,8,,,,,,,,,,,,,,,0.0
306,2024-25-1,JoÃ£o Pedro Junqueira de Jesus,FWD,Brighton,55,2,5.0,0,0,0,0.03,0.02,0.05,5.0,10.8,7.0,1,1,0,81,False,8,0.03429101019462465,0.0340129749768304,0.0018535681186283596,0.0009267840593141798,0.018535681186283594,0.005143651529193698,0.002391102873030584,0.007534754402224281,0.21519925857275252,0.3359592215013902,0.41797961075069506,0.011121408711770158,0.0037071362372567192,0.0,53.95
15,2024-25-1,Alexander Isak,FWD,Newcastle,85,5,4.0,0,1,0,0.0,0.08,0.08,25.6,10.8,6.0,1,1,0,90,True,17,0.08714596949891068,0.08605664488017428,0.010167029774872912,0.004357298474945534,0.0196078431372549,0.008794480755265068,0.0014161220043572985,0.010210602759622368,0.44618736383442265,0.17930283224400873,0.4851125635439361,0.012345679012345678,0.002904865649963689,0.0,68.85
212,2024-25-1,Harry Toffolo,DEF,Nott'm Forest,45,1,1.0,0,0,1,0.02,0.01,0.03,9.6,3.0,6.0,0,0,0,36,True,3,0.023961661341853034,0.01884984025559105,0.0,0.0,0.01597444089456869,0.0,0.0004472843450479233,0.0004472843450479233,0.1769968051118211,0.09392971246006389,0.01597444089456869,0.009584664536741214,0.0,0.0,31.3
434,2024-25-1,Morgan Gibbs-White,MID,Nott'm Forest,65,2,6.5,0,0,1,0.1,0.07,0.17,9.8,41.3,14.0,1,0,0,90,True,3,0.051515151515151514,0.04369696969696969,0.0024242424242424242,0.004242424242424243,0.01818181818181818,0.002175757575757576,0.0024545454545454545,0.00463030303030303,0.2644848484848485,0.3927878787878788,0.1503030303030303,0.011515151515151515,0.0012121212121212121,0.0,82.5
390,2024-25-1,Marcus Tavernier,MID,Bournemouth,55,2,5.0,0,0,1,0.42,0.12,0.54,10.2,41.4,27.0,1,0,0,90,False,16,0.032846715328467155,0.031386861313868614,0.0009124087591240876,0.0009124087591240876,0.01916058394160584,0.0013503649635036499,0.002208029197080292,0.003558394160583942,0.20310218978102193,0.3788321167883212,0.19525547445255476,0.011861313868613138,0.002737226277372263,0.0,52.19047619047619
467,2024-25-1,Ola Aina,DEF,Nott'm Forest,45,1,4.1,0,0,0,0.02,0.02,0.04,5.2,2.1,1.0,1,0,0,53,True,3,,,,,,,,,,,,,,,0.0
205,2024-25-1,Hamza Choudhury,MID,Leicester,45,0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,18,,,,,,,,,,,,,,,0.0
322,2024-25-1,Kai Havertz,FWD,Arsenal,80,12,8.0,1,1,0,0.45,0.04,0.49,54.8,24.1,46.0,1,1,0,90,True,20,0.08369230769230769,0.09113846153846153,0.006153846153846154,0.005538461538461538,0.00676923076923077,0.005778461538461539,0.0017415384615384617,0.007513846153846153,0.35421538461538465,0.25803076923076923,0.512,0.011692307692307693,0.0073846153846153844,0.0,81.25
171,2024-25-1,Enzo FernÃ¡ndez,MID,Chelsea,50,2,2.0,0,0,2,0.22,0.08,0.3,9.6,10.0,26.0,1,0,0,90,True,13,0.03455497382198953,0.031099476439790576,0.0010471204188481676,0.0020942408376963353,0.027225130890052355,0.0013717277486910992,0.00206282722513089,0.00343455497382199,0.28397905759162306,0.29968586387434554,0.12670157068062826,0.011518324607329843,0.0010471204188481676,0.0,47.75
147,2024-25-1,Diogo Dalot Teixeira,DEF,Man Utd,50,7,4.0,0,0,0,0.0,0.02,0.02,13.4,4.8,0.0,1,1,0,90,True,9,0.03777777777777778,0.02577777777777778,0.0011111111111111111,0.0011111111111111111,0.018333333333333333,0.0008777777777777779,0.0006055555555555556,0.001483333333333333,0.24799999999999994,0.16022222222222224,0.08,0.011111111111111112,0.0022222222222222222,0.0,90.0
409,2024-25-1,Mathias Jensen,MID,Brentford,55,2,1.0,0,0,1,0.0,0.03,0.03,11.2,17.9,0.0,1,0,0,83,True,7,0.029940119760479042,0.028667664670658687,0.0,0.0007485029940119761,0.025449101796407185,0.0001497005988023952,0.002028443113772455,0.0021781437125748503,0.16661676646706583,0.2866766467065868,0.03592814371257485,0.011976047904191617,0.0029940119760479044,0.0,63.61904761904762
65,2024-25-1,Bernd Leno,GK,Fulham,50,3,3.5,0,0,1,0.0,0.0,0.0,33.0,0.0,0.0,1,0,4,90,False,14,0.03611111111111111,0.036222222222222225,0.0,0.0,0.01611111111111111,0.0,0.0,0.0,0.28033333333333327,0.0,0.0,0.011111111111111112,0.002777777777777778,0.035555555555555556,90.0
267,2024-25-1,Jarrod Bowen,MID,West Ham,75,2,5.0,0,0,1,0.0,0.07,0.07,4.6,16.8,2.0,1,0,0,72,True,2,0.05274411974340699,0.04989308624376337,0.003563791874554526,0.002851033499643621,0.024233784746970778,0.003000712758374911,0.0018959372772630076,0.004896650035637919,0.24547398431931577,0.20007127583749107,0.30648610121168923,0.011404133998574484,0.0007127583749109052,0.0,70.15
71,2024-25-1,Boubakary SoumarÃ©,MID,Leicester,45,1,0.0,0,0,0,0.0,0.0,0.0,0.2,0.3,0.0,0,0,0,11,True,18,,,,,,,,,,,,,,,0.0
159,2024-25-1,Elliot Anderson,MID,Nott'm Forest,50,1,2.5,0,0,1,0.0,0.01,0.01,5.4,1.5,8.0,0,0,0,18,True,3,0.037914691943127965,0.0424960505529226,0.0,0.001579778830963665,0.01579778830963665,0.0013428120063191152,0.0015323854660347553,0.0028751974723538703,0.16872037914691942,0.2150078988941548,0.19273301737756715,0.009478672985781991,0.00315955766192733,0.0,31.65
608,2024-25-1,Youri Tielemans,MID,Aston Villa,55,7,3.5,0,1,1,0.18,0.24,0.42,32.4,42.5,4.0,1,0,0,90,False,19,0.045368620037807186,0.03705103969754254,0.001890359168241966,0.002835538752362949,0.01890359168241966,0.0009262759924385634,0.0011531190926275991,0.0020793950850661624,0.23364839319470698,0.2070888468809074,0.0888468809073724,0.012287334593572778,0.002835538752362949,0.0,52.9
346,2024-25-1,Kyle Walker,DEF,Man City,55,0,1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,6,0.05825242718446602,0.08648867313915858,0.0,0.003236245954692557,0.007281553398058253,0.00012944983818770226,0.001343042071197411,0.0014724919093851133,0.19805825242718444,0.18357605177993527,0.05501618122977346,0.010517799352750809,0.0048543689320388345,0.0,58.857142857142854
74,2024-25-1,Brennan Johnson,MID,Spurs,65,2,2.5,0,0,1,0.12,0.08,0.2,13.6,14.4,31.0,1,0,0,77,False,11,0.06351446718419196,0.07071277346506705,0.0028228652081863093,0.006351446718419196,0.016231474947071278,0.005631616090331687,0.002300635144671842,0.007932251235003528,0.28398023994354266,0.2965419901199718,0.34086097388849684,0.009880028228652082,0.0028228652081863093,0.0,70.85
550,2024-25-1,SÃ©amus Coleman,DEF,Everton,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,True,5,,,,,,,,,,,,,,,0.0
287,2024-25-1,Joe Lumley,GK,Southampton,40,0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,15,,,,,,,,,,,,,,,0.0
464,2024-25-1,Odeluga Offiah,DEF,Brighton,40,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,8,0.031746031746031744,0.04047619047619047,0.0,0.0,0.023809523809523808,0.0,0.0002380952380952381,0.0002380952380952381,0.050793650793650794,0.04365079365079365,0.031746031746031744,0.007936507936507936,0.0,0.0,12.6
59,2024-25-1,Ben Davies,DEF,Spurs,45,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,11,0.02527075812274368,0.04151624548736462,0.0,0.0036101083032490976,0.021660649819494584,0.0019494584837545128,0.0010830324909747295,0.003032490974729242,0.1884476534296029,0.14620938628158844,0.16967509025270758,0.010830324909747292,0.0,0.0,13.85
350,2024-25-1,Leif Davis,DEF,Ipswich,45,1,-1.0,0,0,2,0.0,0.02,0.02,14.8,6.1,0.0,1,0,0,90,True,12,,,,,,,,,,,,,,,0.0
